name,feature1,feature2,feature3,latitude,longitude
林香蒸肉（郭杜店）,-565.2040517995166,-2.6558785914294307,-1.3210035480589588,34.159814,108.866980
川人川,-759.2110030956494,-5.614927386347286,1.197781850468598,34.270566,108.853603
食尚麻辣香锅（政法店）,1234.7991838026194,-2.8742274512181365,2.128076201910476,34.204057,108.945918
老兵烤肉饭,1234.794824611276,-4.381118542126436,-0.9995941844697847,34.165011,108.869925
迈德思客•汉堡•烤全鸡(郭杜店),234.7955064605917,-1.6858606368867526,-0.3396533477746471,34.159439,108.864934
湘村小馆,-465.20543758433564,-2.5705392851476656,-1.7083902416467356,34.159456,108.867692
老狼大盘鸡（文苑北路店）,-165.19391687570774,3.7979101517164477,0.6179533555620197,34.167712,108.880303
麻辣香锅（郭杜东街店）,-165.2069813353788,-3.7323375003048325,-1.7797385372144956,34.159818,108.867349
杨记砂锅（盛世商都店）,-265.1967158109241,0.18063722625536402,1.5544752980466683,34.209202,108.972606
周先生的饭（长安店）,234.80177963949083,-4.196399122917394,2.210492292034556,34.153704,108.924372
初山饭团（长安师大万科店）,-65.20095559429805,-2.8421667061276334,-0.46973935951512413,34.158410,108.894710
袁记肉夹馍（万科润园店）,-465.20853973783574,-3.7067818845391627,-1.1856676079459185,34.146742,108.884555
多年后餐厅,-565.1930739039531,5.99716375230118,1.7567649134618661,34.163344,108.893593
知味阁黄焖鸡米饭,-265.21163094309026,-4.934049070011761,-2.2917854360775567,34.158567,108.870931
Bird韩国炸鸡,-665.1995055763236,-6.171304724501396,-3.1352647112668226,30.803085,121.285868
香探花·擀面皮肉夹馍米粉（智慧城店）,234.7988229651861,-4.188862661283136,0.07533594445419932,34.318748,109.041728
叫了只炸鸡•韩式炸鸡（郭杜店）,234.7981717063316,-1.24557686307635,-0.6250940782309715,34.251982,108.884088
光合披萨（锦业二路店）,234.80184256780103,-2.297298010831428,3.2415718706667582,34.181128,108.863680
宏超岐味岐山面,34.79959375362042,-3.7732072672205543,0.41440209781792414,34.166214,108.897261
华莱士·全鸡汉堡（长里街店）,234.8007841362333,-1.2004259869362734,2.0039768044606743,34.180028,108.855563
粥之道（樱花店）,234.8125337066192,5.621148356194163,1.9573647744348515,34.165602,108.893178
味之思云南过桥米线,1234.7946461278034,-4.484092443315111,-0.30650398765603054,34.165281,108.880287
杨铭宇黄焖鸡米饭（万科城店）,134.79605390259673,-3.429301491504848,-0.7789385839780839,34.205510,108.928439
麦乐苏克,-665.2108563498155,-5.5639140268645395,-2.6560444354515638,34.138695,108.867904
家味苑柳州螺蛳粉,-365.20969535324355,-5.134107757112689,-2.609136997369986,34.140618,108.873465
仲基家炸鸡,-265.2085192633598,-2.463741089223444,-2.339439439557388,34.216566,108.901293
迈德思客·汉堡·烤全鸡(樱花广场店),-65.19497435314912,3.924228521302665,0.47690357565245173,34.163452,108.879854
花花肠子馆·川湘菜,-665.1979406543134,2.144533575647495,1.4420380490956075,34.211711,108.945643
佳辉驴肉火烧,-759.2026256954281,-5.671098821387524,0.1892677639173355,34.138652,108.867479
重庆鸡公煲（万科店）,-165.20121038308483,-1.4133089989861503,-0.40379996208550795,34.163077,108.893912
千里香馄饨王（万科店）,-365.19963895634123,-0.45680070619777574,1.121272275451693,34.349263,108.951534
鼎力老潼关肉夹馍(紫薇店),-665.1958216681047,-0.5891353794011244,-0.4413432416173086,34.174490,108.876083
张亮麻辣烫,234.7999410283594,-3.25139206896625,1.8272838952204924,34.278323,108.996108
老孙家泡馍(智慧城店),-65.2031446463322,-3.9989661424979825,-1.2897804568132119,34.161098,108.904908
Honey韩式炸鸡,-565.2122089824799,-4.954640245520796,-2.2949272869511024,34.337347,108.956530
一品香驴肉火烧（棉花公寓店）,-465.19058816062307,4.821889149066298,0.4083349338334146,34.163846,108.894132
澄城水盆,-465.2032195476199,-1.3849624370965692,0.34730067982579643,34.183209,108.971508
菲味福韩式炸鸡汉堡（翰林北路店）,134.7905164220413,-6.558653346244971,-2.09852993239028,34.220320,108.905097
迈德思客（悦秀城师大门店）,34.79345630709237,-5.965284199678112,-2.2100545117265997,34.159439,108.864934
侯志伟纯手工酸辣粉（悦秀城店）,-365.20489707323566,-4.82512525619077,-1.522804840718336,34.264074,108.964005
强氏喜阿婆粥饼店（樱花广场店）,134.79963095159354,1.3006257596228898,-0.24992497879533168,34.161971,108.878728
铭禾居（锦业三路店）,-465.19707034404036,-1.3603395212028382,1.2472882841716202,34.179528,108.880127
清花饺子,-365.1920312228398,4.071708878916418,0.7752057082430127,34.163283,108.893356
纯奈の日式咖喱蛋包饭（长安店）,-365.1705123015072,25.32421410473837,4.195503139759071,34.257748,108.975392
煎饼王（煎饼.手抓饼.米线）,-465.20332367719277,-4.78577555096311,-2.3940989951326026,34.220077,108.929319
希多美炸鸡汉堡（西北大学店）,-665.2123047972112,-4.834129016624671,-2.5629594251525454,34.140566,108.874689
老马家兰州牛肉拉面,-665.2025326711662,-1.5342053510110927,-0.1305188648435446,34.159816,108.867068
老米家泡馍,-465.200252145039,-3.43325657313137,1.3563873207922899,34.142510,108.949008
碗主炭烧米线（万科棉花公寓店）,-265.19214592363255,4.10905949119292,0.8100481380096921,34.163239,108.893344
快乐奋青披萨,-365.19893201513196,0.14524761869016806,-1.3182017793959981,34.161862,108.865662
张大熊花甲米线店（西安总店）,234.79702026976108,-4.325978595002246,-1.3149141625050116,34.308943,108.987319
袁记肉夹馍(樱花广场店),-365.20502657125434,-4.153729497107974,-1.7696691090825984,34.163328,108.879844
占林牛肉面,-665.1942153236153,-1.5322530234477918,-2.2711465117633605,34.161909,108.877436
馋嘴麻食.砂锅,234.801122075085,-4.618284539206264,2.0489573169707125,34.155258,108.924133
阳妈妈秘制砂锅（万科棉花公寓店）,-565.1928216824823,2.829233662182664,-0.24424359742736693,34.163377,108.893062
正宗沙县小吃（雅居乐花园店）,-665.2003098717747,-0.8109308395624938,-0.7242285648178509,34.161981,108.880813
怪兽砂锅炒饭,-365.20149782058184,-3.7534958408806105,-0.09469272350782634,34.163187,108.893394
领尚客麻辣烫（冒菜）,-265.209364597227,-6.960937072027932,-1.7492135459665055,34.286354,109.025361
福运到饺子馆,-365.19940183447267,-1.715877536985646,1.2346795278896434,0,0
叫了只炸鸡（西北大学店）,-165.2094333427159,-6.387230633016144,-1.5807172152444067,34.224831,108.930843
侯志伟纯手工酸辣粉（G0G0街区店）,-365.1977119037397,-2.369537157518821,1.2102171678912024,34.249074,108.938832
三个先森的韩国炸鸡（秋禾小吃店）,-65.20462753503445,-2.6373625923389916,-0.9905316553366437,0,0
成记窝窝头粗粮早餐（文苑北路旗舰店）,-758.192236487504,-1.0552408689819899,1.5938333097035728,34.162915,108.880220
川湘阁（郭杜店）,134.7973865642643,-0.39256388640124484,-0.7013008766611039,34.160910,108.865973
约饭吧快餐店.饭.面.菜.汤.粉.,-758.1902291330472,-0.4526776652066909,-1.9998334752928657,34.240739,108.894457
好粥道粥屋（高新店）,234.80105317239395,-4.0308977462860724,-3.1633107320022997,34.239879,108.900579
鸭爪爪特色火锅●干锅,234.8566145396995,61.31280827520184,11.713653646560742,34.245125,108.950625
东仔烤肉饭（鸡排饭）,2234.790809906754,-4.208463699749844,-1.4949962534578347,34.287925,108.833337
杰食特中西快餐（光德路店）,-758.1915089253969,-1.805454012056841,1.8400153389419118,34.235072,108.901157
小厨娘骨汤煮馍（高新店）,1234.792633947698,-4.833665902514427,-2.185843401162045,34.127779,108.883125
京馆涮（老城根Gpark店）,-763.1453882923439,39.24855802487976,5.877485200157091,34.284741,108.915315
