names,scores,longitude,latitude,mean_price,comment,cluster
Cake Talk 心语蛋糕房（纺织城店）,4.7,109.056254,34.276690,29,2158,4
串妹花式冰粉（西安凤城三路店）,4.9,108.959570,34.321675,10,60,4
清真尚品旋转自助火锅,4.1,108.940435,34.264535,33,1616,1
田园泡芙（兴庆公园店）,4.2,108.981373,34.250930,10,5324,5
食YUE,4.9,108.949017,34.257156,22,267,4
佳美蛋糕（洪庆店）,4.1,109.118356,34.313273,60,2203,1
老狼大盘鸡（徐家庄店）,3.5,108.910995,34.228442,32,1521,1
虎子水盆羊肉,4.9,108.956500,34.220086,36,1990,4
林江鲜米线店,4.3,109.011703,34.268772,15,1283,5
铭香楼蒲城水盆羊肉,4.2,108.886532,34.212538,29,982,5
彭府湾（劳动路店）,4.8,108.910519,34.269363,12,154,4
㝇香过桥米线,4.2,109.222408,34.376123,10,827,5
面道,4.5,108.935105,34.158520,13,1690,5
Paris Sweet网红生日蛋糕,4.5,108.939141,34.146435,100,26,5
旗王蛋糕,4.7,108.880564,34.264437,40,1665,4
老柳大块牛肉面,3.9,109.014379,34.267276,15,1467,1
谷田缘八宝粥家常菜,4.9,108.974879,34.258307,9,276,4
红红鱼庄,4.0,109.020875,34.259167,42,880,1
分享时光（中贸广场店）,3.7,108.945959,34.244641,34,1826,1
滚雪球小奶糕,4.2,108.965836,34.246090,12,436,5
中田美食（师大路店）,4.5,108.950476,34.205152,29,1870,5
拴马桩擀面皮（凤城十路店）,4.7,108.940171,34.350652,20,36,4
屋头串串（长安店）,4.4,108.881945,34.163167,50,2428,5
西安唐隆国际酒店百香西餐厅,3.8,108.965218,34.196431,183,1036,1
FUN COFFEE梵咖啡,4.0,108.936229,34.261119,30,5,1
麦香村蛋糕,3.9,109.316921,34.156769,12,1098,1
辣动时代自助小火锅（东辛庄店）,3.8,108.876771,34.240399,28,730,1
傻得冒冒菜馆（西荷店）,3.8,108.927417,34.235367,20,1489,1
澄城张记水盆羊肉,3.9,108.894534,34.262822,22,1031,1
川王府,4.2,108.219849,34.157819,35,467,5
同盛德泡馍,3.6,108.958390,34.222637,32,1955,1
香香大盘鸡,4.9,108.945511,34.203182,35,2089,4
酒串·串串香火锅店（龙首店）,4.9,108.946829,34.292398,41,1133,4
珍味林饺子馆（华旗国际广场店）,4.3,108.947236,34.221610,14,982,5
新美心蛋糕,4.7,108.841468,34.300505,24,747,4
小山峡巫山烤全鱼纸包鱼,4.1,108.957326,34.226472,25,6022,1
拓氏云南生态石锅鱼（建国路店）,4.9,108.967432,34.253272,79,1030,4
咖啡陪你（逸翠园店）,4.2,119.929878,31.643923,39,561,5
尚品蛋糕,4.2,109.004461,34.444942,15,1247,5
同州大老碗手擀面,4.4,108.877560,34.161501,14,834,5
思味蛋糕屋（龙首路店）,3.8,108.948105,34.290293,44,902,1
湖南土菜馆,3.8,108.863124,34.237162,39,812,1
食色Shesoul 港式料理（立丰国际店）,4.9,108.997345,34.248314,55,1631,4
你懂的西饼屋,4.3,109.101162,34.528937,30,640,5
三鲜葫芦头泡馍,3.8,108.874456,34.192343,19,1028,1
尕娃椒麻鸡（龙首村店）,4.7,108.943358,34.292861,26,1483,4
重庆德庄火锅（周至店）,5.0,108.232262,34.159072,51,1049,4
米乐西饼店,4.1,109.316144,34.159207,10,884,1
金乐爱特蛋糕（太白南路店）,4.2,108.900556,34.202276,34,1452,5
启明腊汁肉揪面片,4.8,108.956500,34.222629,19,923,4
阿霞螺蛳粉（高新店）,3.9,108.903979,34.220738,16,1361,1
东北人自助小火锅（下北街店）,3.9,109.214828,34.373076,18,681,1
四季香葫芦头,4.1,109.210921,34.372518,19,1217,1
四季尚品西饼屋,4.1,108.900440,34.220480,40,3032,1
三姐香辣涮冒菜世家,3.9,108.962953,34.257334,23,2089,1
云毅过桥米线,3.8,108.907562,34.233601,20,538,1
虎子鱻石锅鱼,4.0,108.889383,34.266522,57,755,1
油泼辣子biangbiang面,4.5,108.972208,34.246106,12,339,5
T·ONOR欧诺蛋糕,5.0,108.991926,34.267235,77,1442,4
沸腾鱼庄,4.4,108.873041,34.233267,54,807,5
维斯特蛋糕,3.8,108.877275,34.250342,72,7406,1
小天地川菜主题餐厅,4.9,108.909782,34.156799,39,945,4
福春缘葫芦头,4.9,108.949041,34.333313,27,1621,4
曹记重庆老火锅,4.3,114.339624,29.850279,59,584,5
奶语茶香（长安广场店）,4.4,108.930515,34.159060,9,1357,5
香叶草创意蛋糕（西稍门店）,4.7,108.913164,34.262632,80,801,4
西府面馆（省体育场店）,4.2,108.939830,34.234781,12,798,5
思彤驴蹄子面（长安西路旗舰店）,4.8,108.936142,34.189089,15,593,4
思氏横山铁锅炖羊肉,4.2,108.960387,34.322073,62,1761,5
元木烘焙蛋糕坊（五路口万达店）,4.1,108.966087,34.269446,26,2005,1
老东关饺子店,4.3,109.003229,34.246703,20,474,5
小竹签烤肉（自强西路旗舰店）,4.0,108.940068,34.279901,47,1266,1
清真金龍大盘鸡,4.4,108.942417,34.264355,42,439,5
老白家牛羊肉泡馍,4.3,108.968371,34.273566,23,475,5
秦轩澄城水盆羊肉（北三环店）,4.5,108.980487,34.370561,26,1387,5
艾米客蛋糕,3.9,108.942816,34.148024,10,1075,1
乐享食光烘焙工坊（十里铺店）,3.7,109.026132,34.299979,14,1479,1
安旗（广安路店）,4.1,109.015349,34.309776,29,454,1
汉釜宫韩式自助烧烤火锅,3.3,109.111238,21.471796,36,2273,1
乐美客炸鸡汉堡（西翻店）,3.9,109.005876,34.024016,22,900,1
月盛斋,4.6,103.875763,30.582340,25,821,5
张记饺子馆,4.4,109.218873,34.380108,10,1173,5
馋喵海鲜私房馆,4.8,109.200781,34.382574,31,431,4
白菜心（高陵店）,4.3,109.096317,34.533886,45,774,5
和憩园火锅坊,4.4,108.992298,34.320908,55,159,5
洪家脊骨汤,3.9,108.876836,34.194816,57,225,1
同麦德老任家泡馍,3.4,108.884869,34.212744,35,453,1
7273猫屁股猫咪西餐Coffee桌游（长安广场店）,4.9,109.463028,36.619962,37,967,4
RF正宗重庆鸡公煲（高陵店）,5.0,109.006910,34.466031,22,1030,4
沃稞面包工厂店（赛高街区店）,4.1,108.938391,34.329673,21,4043,1
大嘻咹biangbiang面（柏树林店）,4.8,108.954190,34.255476,17,2071,4
彤德莱（小寨师大店）,4.9,108.945143,34.203482,55,4732,4
恩希家农家乐（上王村店）,4.7,108.840532,34.047883,47,705,4
宝龙雪花·陕北传统杂粮小吃（朱宏路店）,4.6,108.913442,34.335038,5,159,5
袁记肉夹馍,4.1,109.217020,34.369240,16,1109,1
思刻鲜作蛋糕工坊（龙首店）,4.3,108.945567,34.300342,80,640,5
碰碰凉,4.2,109.316528,34.158484,12,1992,5
麦香园蛋糕,4.7,108.928127,34.204620,60,142,4
重庆鸡公煲（席王路店）,3.9,109.069099,34.287121,25,770,1
乐滋西点,3.7,109.234161,34.663673,18,241,1
第五咖啡（劳动路西缆店）,3.9,108.909641,34.267388,40,461,1
紫来轩,4.8,108.928450,34.206040,24,755,4
古搜咖啡,4.5,108.885732,34.197773,50,292,5
风启达蛋糕（未央店）,4.1,87.636152,43.783545,75,648,1
赛尚西饼,4.1,108.894123,34.266459,15,506,1
70年代土灶台一锅炖,4.7,108.954661,34.142766,40,459,4
汉中黄辣丁私房菜馆,4.9,108.977015,34.258690,45,278,4
YJ重庆鸡公煲,3.7,109.238081,34.661897,28,299,1
8090私房火锅,4.6,108.915434,34.372098,46,425,5
唐顺肥牛（电子四路店）,3.7,108.916602,34.204769,60,1442,1
毛妈妈串串火锅（科技路西口店）,4.3,108.874650,34.237784,46,468,5
味品轩蛋糕屋（西大街店）,3.9,108.929072,34.255561,50,878,1
味香特蛋糕,4.5,109.088742,34.526671,15,308,5
左右奶茶,4.3,109.009917,34.253842,10,65,5
巧夫人云南过桥米线,4.2,109.030464,34.287488,12,336,5
欧菲克生日蛋糕（民乐园店）,4.9,108.967989,34.271968,89,4375,4
梅姐烧烤海鲜·手工水饺,4.0,108.909692,34.263493,43,140,1
老上海蛋糕,4.7,109.011163,34.462308,10,491,4
大家烤羊庄（大雁塔店）,4.5,108.962672,34.219890,118,407,5
老唐红鸭脖（朱雀门店）,4.8,108.939392,34.250260,10,320,4
蒙古王烤羊腿（北郊店）,3.9,108.936884,34.289372,56,302,1
农耕年代,4.3,109.104068,34.212932,44,281,5
麦啦屋西饼房（麦芝香店）,4.1,108.976266,34.257171,27,144,1
曲江国际饭店餐厅,4.0,108.980473,34.224329,123,816,1
云端咖啡,4.6,109.104013,34.526128,28,126,5
老味道蛋糕坊,4.6,108.830147,34.286430,70,604,5
楚湘人家,3.7,108.978000,34.260667,49,823,1
老刘家葫芦头泡馍,4.7,108.951574,34.280279,21,612,4
天佑国际酒店贵宾楼,4.9,108.888829,34.259178,51,320,4
汤峪温馨农家乐,5.0,109.220249,34.016208,33,138,4
蒂奥莎烘焙（凤城九路店）,4.1,108.924564,34.349402,15,174,1
重庆火辣辣鱼庄,4.0,108.814514,34.038235,76,199,1
香川人家,4.2,108.942263,34.148998,39,215,5
微甜生活,4.8,109.057945,34.270895,55,1428,4
无水猪蹄,4.3,108.886132,34.245436,22,115,5
蜀椒鱼妹私房小馆,4.8,108.935403,34.202017,59,670,4
重庆鸡公煲（三桥店）,3.9,108.830709,34.288418,29,180,1
川福小厨,4.2,108.868160,34.159650,27,78,5
袁记肉夹馍（曲江店）,3.8,108.982598,34.220019,18,908,1
外婆家私房火锅,4.7,108.924663,34.234122,69,66,4
瑞云蛋糕房,4.2,108.211234,34.161753,45,49,5
顺风肥牛（雁翔路店）,4.9,108.989642,34.237233,56,12734,3
炉诱·香辣烤鱼（建设西路金萨店）,4.4,108.960124,34.236297,50,10819,3
盛运涮烤自助餐厅（电子正街店）,4.3,108.919093,34.199471,50,35089,2
同盛祥（凤城五路店）,4.7,108.941228,34.329207,33,7445,3
82°C魔力焖锅（赛格国际店）,4.2,108.947616,34.223172,79,20791,2
飞鹿火锅,4.9,108.927770,34.270592,64,3631,4
一尊皇牛（文艺路店）,4.2,108.954717,34.241577,68,9138,5
李想大虾（会昌路店）,4.0,109.223999,34.377207,45,11232,1
京祥铜锅涮肉,4.2,108.909657,34.257817,59,3427,5
黄记煌三汁焖锅（民乐园万达店）,3.6,108.964952,34.268620,83,9264,1
鼎尚鲜火锅传奇（南长安街店）,4.3,108.947254,34.234099,79,4340,5
麻辣空间（咖啡街区店）,4.1,108.913840,34.231187,86,3782,1
洪氏嗨捞·新派猪肚鸡（赛格国际店）,4.9,108.947616,34.223172,73,8548,4
好利来（万科店）,4.5,108.837712,34.128283,38,2498,5
德发长饺子（钟楼店）,4.0,108.945845,34.260435,89,11386,1
渔歌·活鱼现烤（龙首盛龙店）,4.1,108.946380,34.300446,54,11354,1
国花君为善餐饮,4.1,108.947701,34.265870,49,7135,1
巷子火锅,4.1,108.946983,34.226946,88,12494,1
同鑫楼炝锅鱼（西寨店）,4.1,108.946568,34.145981,40,5867,1
锦里火锅（红旗店）,4.4,108.965803,34.347776,68,3130,5
大队长主题火锅（凤城八路店）,4.5,108.937434,34.345283,81,12122,3
麻辣空间（绿地世纪城店）,4.0,119.931252,31.765478,89,4718,1
红透天自助涮烤（韦曲店）,3.9,108.936107,34.162578,34,27958,2
清真叁少野涮锅烧烤（民乐园店）,4.5,108.963639,34.264117,76,826,5
竹园村（劳动南路店）,4.0,108.910262,34.239629,82,8302,1
新辣道鱼火锅（李家村店）,4.0,108.961838,34.243512,80,9177,1
CoCo都可（民乐园万达店）,4.4,108.964952,34.268620,9,7854,5
玉海港2068香辣虾（鱼化分店）,3.1,108.872840,34.237848,62,21778,2
伯爵工房（大寨路店）,4.1,108.868642,34.245577,48,7148,1
李想大虾火锅花园（长百新市店）,3.8,108.931953,34.162461,50,16805,2
大红袍重庆老火锅（临潼店）,4.1,109.214986,34.376800,57,2792,1
御品轩（城东客运站店）,3.9,109.069450,34.279240,28,3888,1
鸭掌门特色火锅（文景路店）,3.9,108.936682,34.325112,58,8696,1
秦风肥牛（阳阳国际店）,4.0,108.937652,34.217516,81,8998,1
CoCo都可（小寨赛格店）,4.3,108.948340,34.223870,13,13860,3
伯爵工房（明德门店）,4.1,108.938723,34.205987,34,4634,1
赛味尔蛋糕,4.7,109.204007,34.370063,32,3418,4
仟禧自助涮烤（田王店）,3.7,109.117312,34.304000,48,5764,1
小浪花自助涮烤,4.0,108.942785,34.269849,45,10487,1
土大力烤肉名家（银泰百货店）,3.9,108.942738,34.258762,57,3465,1
藏式秘汁烤鱼（中贸广场店）,3.9,108.945493,34.242589,61,3939,1
重庆四姐火锅,4.0,108.936423,34.165285,81,4810,1
北京老胡同烤鸭（朱雀门店）,4.0,108.938694,34.254094,67,10012,1
麦多馅饼,4.5,108.980591,34.381250,7,3228,5
鲜上鲜文鱼庄（阳阳国际店）,3.8,108.937464,34.217078,88,2687,1
白鹿原猪蹄坊,4.1,108.923828,34.250293,47,5834,1
王府臻品火锅（长安街店）,4.5,108.941013,34.155780,58,5360,5
乡村基（长乐店）,3.9,108.985048,34.269123,25,8369,1
壮仔龙虾,4.9,108.961047,34.258749,60,2283,4
杨翔豆皮涮牛肚（明德门店）,4.9,108.938754,34.203343,51,7423,4
重庆地瓜老火锅,4.9,108.925646,34.325565,66,4135,4
仟禧自助涮烤（高陵店）,3.8,109.087865,34.532232,37,3187,1
玛喜达韩国年糕料理（民生百货店）,4.6,108.950502,34.258160,42,15955,3
韩味坊牛排自助（长安中央广场店）,4.3,108.937148,34.157479,48,23001,2
汉拿山（大明宫万达广场店）,4.0,108.972719,34.315418,82,5138,1
御品轩（临潼唐宫坊店）,4.2,109.224175,34.377913,21,2873,5
顶牛兰州牛肉拉面（金花路店）,4.8,108.996473,34.251113,13,8895,3
苏浙会馆（高新店）,3.9,108.906643,34.239798,98,895,1
聚丰苑北京烤鸭（大明宫店）,3.8,108.970228,34.313724,55,3018,1
李想大虾火锅花园（万年路店）,4.0,109.002094,34.270089,46,8071,1
田园牧歌饭庄,4.6,109.222580,34.385275,27,2126,5
九锅一堂（小寨赛格店）,3.8,108.947616,34.223172,39,10410,1
雅泰来中西餐（解放路店）,3.8,108.963413,34.263760,52,3871,1
宽塘·蛙哥虾妹（小寨臻选店）,4.0,108.947956,34.223097,68,7737,1
嘻范·湖南菜 剁椒鱼头（凤城五路店）,4.3,108.937667,34.329799,46,750,5
清真重庆巴爷香辣鸡煲（南小巷店）,3.8,108.917043,34.259440,50,2021,1
安旗蛋糕（城东旗舰店）,4.0,109.013057,34.269596,23,1407,1
福泰宫,4.0,108.867698,34.277131,46,4003,1
万和源炝锅鱼·活鱼现炝（吉祥路店）,4.4,108.922914,34.222834,53,1902,5
小阿妹米线（李家村店）,4.4,108.964455,34.247274,22,4873,5
赛百味（高新店）,4.0,108.907149,34.234458,26,4051,1
多乐客披萨（小寨店）,4.3,108.947607,34.227231,30,1994,5
味立方煎饼屋（电子正街店）,3.9,108.918799,34.205996,40,3662,1
福聚长饺子馆,4.5,108.816416,34.300227,17,1546,5
赵家腊汁肉（小寨店）,4.2,108.946758,34.225515,14,3543,5
渝老道火锅,4.2,119.929878,31.643923,88,738,5
吉美诺蛋糕（公园北路店）,4.0,109.006287,34.270325,34,2572,1
泰熙家（飞炫店）,4.3,108.944753,34.225178,30,3025,5
王婆大虾,4.1,109.216077,34.376781,44,4430,1
中国重庆老版火锅（科技店）,4.1,108.907657,34.229700,87,2943,1
名羊天下陕北横山铁锅炖羊肉（博文路店）,4.4,108.903110,34.224934,62,2724,5
毅祥斋老孙家泡馍（西羊市店）,4.2,108.941910,34.263101,22,33637,2
纳家楼·新陕菜（矿山路店）,4.3,108.998853,34.302308,40,1630,5
鲜上鲜文鱼庄（高新路店）,3.7,108.894196,34.217800,85,1461,1
城市运动公园茶餐厅,4.2,108.943212,34.346039,35,975,5
伯爵工房（桃园路店）,4.1,108.899977,34.257884,42,1909,1
藏式秘汁烤鱼（西北国际茶城店）,4.5,108.997175,34.268527,61,2946,5
飘香盛世小阿妹米线（紫薇龙腾店）,4.1,108.917114,34.226374,24,4246,1
门里香葫芦头泡馍馆,4.1,108.970299,34.312588,16,4472,1
德圣咖啡（玉祥门店）,4.2,108.916648,34.269807,44,4587,5
谷麦滋（文化东路店）,4.7,109.216077,34.376781,15,3827,4
马勇牛羊肉,4.9,108.918733,34.246118,48,2699,4
唐武大盘鸡,4.2,109.217140,34.369200,29,2896,5
牛一嘴·中国兰州牛肉拉面（雁南四路店）,4.7,108.969599,34.197499,17,8077,3
泰熙家（中贸店）,4.2,108.945493,34.242589,29,1836,5
七十二行·巴蜀锦筵餐饮,4.4,108.956955,34.229358,67,2796,5
清真·马骥家泡馍,3.9,108.938699,34.225131,38,5233,1
Mr pig·借蹄发挥（万和城店）,4.7,108.994647,34.278840,16,2374,4
飘香盛世小阿妹米线（建工路人人乐店）,4.3,109.007375,34.243821,22,2867,5
张氏宽窄巷成都名小吃（中贸店）,3.7,108.945479,34.242337,27,2023,1
饮长安（东仪路店）,4.0,108.928675,34.196262,39,2732,1
蜀江烤鱼（大明宫万达广场店）,4.1,108.972710,34.315423,75,9858,1
小阿妹米线（公园南路北口店）,3.9,109.007541,34.258579,22,6275,1
凌云餐厅,4.8,109.095260,34.532215,25,437,4
刘小厨·陕西菜（科技二路店）,4.7,108.906678,34.215932,46,5100,4
顺峰（唐延路店）,4.2,108.890423,34.240098,158,1224,5
New Day cake新一天烘焙工作室,4.8,108.892160,34.213730,64,1002,4
刘大饼香辣土豆片夹馍（鱼化店）,4.1,108.866998,34.233588,9,4081,1
顺峰（南二环店）,4.5,108.993503,34.241382,159,1684,5
帝都天元酒店（餐饮部）,4.2,109.117229,34.314858,61,606,5
玉涮坊老北京涮肉·羊蝎子（建工路总店）,4.5,109.009030,34.245091,52,3222,5
家阖百岁鱼（浐灞半岛店）,4.3,109.038380,34.321059,50,2688,5
彼岸咖啡,4.7,109.006342,34.441801,34,321,4
宽窄巷成都名小吃（龙湖星悦荟购物中心店）,3.8,108.919858,34.285510,29,3213,1
啃啃cake for you,4.4,108.901813,34.201968,129,1579,5
禾绿回转寿司（民乐园店）,3.4,108.964952,34.268620,84,1209,1
华美烘焙,4.3,108.925508,34.221159,63,1435,5
彤德莱（立新街店）,4.9,108.942007,34.270311,53,3130,4
牛一嘴·中国兰州牛肉拉面（凤城九路店）,3.8,108.937712,34.350293,15,7578,1
德泰楼陕菜馆,4.5,108.937417,34.269987,44,2276,5
美好时光凯斯乐蛋糕店,4.9,108.944081,34.246247,42,1693,4
清真超香米线,4.5,108.930797,34.261051,18,1294,5
川人百味（李家村万达店）,3.7,108.960540,34.243889,40,6725,1
站亭（小寨赛格店）,3.6,108.947616,34.223172,21,2542,1
金彤川菜（西稍门店）,3.9,108.920265,34.259105,42,1573,1
泰熙家（龙湖星悦荟店）,3.9,108.919720,34.285505,29,1491,1
大厨小馆（绿地店）,3.9,108.872576,34.196676,46,790,1
和記丸子専買,4.5,108.947636,34.225333,10,3103,5
巨炉烤吧（科技路店）,4.3,108.935889,34.229057,55,3054,5
梨园宫剧院餐厅,4.3,108.909271,34.286236,72,834,5
西羊市老米家泡馍（环城南路店）,3.9,108.957048,34.250720,40,5903,1
糊涂记（文景店）,4.3,108.937472,34.343400,30,2358,5
旺顺阁鱼头泡饼（财富中心店）,4.1,108.902130,34.241165,104,737,1
鲜红家美食餐厅,4.3,108.881945,34.163167,29,2421,5
楼兰古丽新疆菜（文景路汉神店）,4.5,108.936556,34.339341,48,3278,5
大厨小馆（世家星城店）,4.0,108.927806,34.192576,47,1022,1
蓉李记成都名小吃（李家村万达店）,3.8,108.960540,34.243889,29,2717,1
SOMA蛋糕,4.5,109.070916,34.261117,55,825,5
刘大饼香辣土豆片夹馍（长安店）,3.7,108.944668,34.158006,6,2783,1
上野日本料理（南新街店）,4.1,108.953891,34.261241,59,1771,1
韩记饺子馆,4.2,108.932650,34.326363,15,3001,5
德克士（临潼2店）,4.0,109.224783,34.376961,24,2948,1
天宇菲尔德花园餐厅,4.0,108.968868,34.170952,129,2216,1
巷子里市井火锅,4.4,108.946550,34.315412,49,812,5
面根面,3.9,108.972606,34.244982,26,3478,1
太平洋咖啡（大唐西市店）,4.1,108.909777,34.245300,42,1102,1
北京老铺烤鸭（高新店）,3.8,108.881717,34.237254,68,2161,1
迈德思客（车站店）,3.9,109.062933,34.299807,16,3773,1
迈德思客•汉堡•烤全鸡（临潼店）,4.4,109.192635,34.371074,19,1797,5
天悦烤鸭精品家常菜（长乐店）,4.0,109.005956,34.269171,49,2800,1
胖子牛羊肉（边西街店）,4.9,108.926480,34.244126,80,2122,4
天方食府,4.1,108.838000,34.122100,37,1199,1
上岛咖啡（紫郡长安店）,3.8,108.938814,34.192462,76,2741,1
清真胖小李火锅（民乐园店）,4.6,108.380638,34.088447,40,3519,5
华清爱琴海地中海餐厅,4.0,109.195882,34.369819,196,475,1
上海人家（含光路店）,4.3,108.932065,34.249449,86,1618,5
金桥酒店（西北二路店）,4.7,108.930710,34.270825,47,727,4
SPRCOFFEE（李家村店）,4.1,108.963279,34.244394,30,1130,1
海市阁餐厅,4.2,109.033282,34.314118,35,305,5
大厨小馆（友谊路店）,3.6,108.934376,34.240313,44,555,1
岐风烙面皮,4.3,108.952303,34.256088,18,3043,5
私房菜煎饼天府酸菜鱼,4.0,109.010427,34.445881,28,1743,1
等一个人咖啡馆,4.7,108.943576,34.258200,26,324,4
压壹锅（龙湖星悦荟购物中心店）,3.9,108.992415,34.217584,44,1292,1
秦巴源民间陕菜（龙湖星悦荟购物中心店）,4.5,108.919858,34.285510,39,2427,5
中国兰州牛肉拉面（大寨路店）,4.9,108.885957,34.245467,15,414,4
福茂源陕北铁锅羊肉·烧烤（高新路店）,4.1,108.897433,34.216450,82,2099,1
七里香蒸饺（都市印象店）,3.6,108.873619,34.235019,24,6377,1
大城小鸡黄焖鸡排骨米饭（铁塔寺北街店）,3.6,108.917600,34.264570,15,194,1
迈德思客（郭杜店）,3.8,108.846409,34.273125,15,1953,1
芙利来·网红轻奢蛋糕（石家街店）,4.1,108.990455,34.293096,36,1514,1
鸭掌门特色火锅（长安店）,3.7,108.938544,34.167267,57,4359,1
DQ（解放万达店）,4.4,108.966686,34.266097,31,1603,5
巴黎圣曼蛋糕（东城大道店）,4.7,109.043413,34.293664,50,438,4
赵家腊汁肉（高新总店）,4.1,108.891070,34.238173,15,2055,1
春发芽葫芦头,3.7,108.924434,34.224223,34,1938,1
大益膳房（纺织城店）,4.3,109.071678,34.272545,94,754,5
小哥过桥米线（海港城店）,4.0,108.947314,34.225102,15,1030,1
纳家楼·新陕菜（玄武路店）,4.3,108.948771,34.305138,40,1578,5
猫堂小站猫咪主题馆,4.9,108.947510,34.221921,29,2341,4
胡杨林餐厅,4.1,119.966858,31.758703,48,1313,1
侏罗纪原生态咖啡,4.3,108.963705,34.267409,32,951,5
华元饭庄（柳巷店）,4.8,109.064699,34.301498,30,1161,4
九成香木桶鱼老火锅（科技路店）,3.9,108.872677,34.237645,68,2497,1
古城一品私房开锅羊肉,4.4,108.937630,34.190101,48,467,5
紫燕百味鸡（丈八北路店）,4.3,108.872783,34.248972,19,4278,5
秦皖嫩江鱼,4.0,108.961867,34.305009,42,442,1
腾云铁板烧,4.9,108.949214,34.315604,92,283,4
海江河文鱼火锅,4.7,108.999658,34.299279,81,1247,4
THREE叄壹烘焙,4.5,108.919757,34.285412,40,1610,5
久沐·贵妃醉酒,4.4,108.943235,34.257098,45,2251,5
果果家的鱼（东仪路店）,3.8,108.928141,34.206893,59,3130,1
佰味蜀釜火锅,4.3,108.946769,34.323757,80,1084,5
大益膳房（晶海高新店）,4.4,108.899154,34.245125,132,1013,5
面辣子·陕西家乡菜（西大街店）,4.4,108.930789,34.259233,55,1738,5
老马家泡馍,4.1,108.965262,34.346722,28,2070,1
北京羲和雅苑烤鸭坊（王府井店）,4.0,108.948886,34.249332,102,1539,1
老陈家烩菜（东新街总店）,3.9,108.965980,34.264131,29,549,1
德意西饼屋,3.9,109.213150,34.369338,21,4759,1
hellokitty不是猫蛋糕,5.0,109.188534,34.372433,40,431,4
老关中葫芦头泡馍,4.3,108.954553,34.261207,20,1692,5
名京九味（锦程苑店）,3.6,108.942119,34.309160,29,877,1
重庆鸡公煲,4.6,109.190493,34.369400,24,505,5
百姓厨房（友谊东路店）,3.8,108.986117,34.240973,52,963,1
品啡客,4.5,108.873547,34.236822,25,506,5
云蒙过桥米线（蓝天路店）,4.1,109.212397,34.646000,14,704,1
恬时间,4.3,108.948273,34.294249,44,374,5
巷子火锅,3.9,108.945832,34.167606,44,1125,1
小俩口汉中鱼庄.串串香（纬二街店）,4.4,108.948251,34.218563,62,1331,5
Sevilla cake塞维利亚蛋糕（高新三路店）,4.3,108.901089,34.239812,91,287,5
苏浙会馆（大庆路店）,4.2,108.890055,34.268359,78,570,5
大雄家,4.4,109.082199,34.234666,17,601,5
码头故事（响塘店）,4.4,108.881495,34.242827,68,2855,5
上岛咖啡（小寨店）,4.3,108.948817,34.218749,48,1401,5
米多多烘焙屋,3.9,108.947608,34.225305,38,945,1
关中小厨坊（大明宫万达店）,3.7,108.972719,34.315418,47,2023,1
旺客基黄焖鸡米饭（南窑头店）,4.7,108.883856,34.218301,15,2002,4
辣条印象,4.7,108.944537,34.155729,10,1355,4
和记糖水店（钟楼店）,4.1,108.944915,34.258845,15,655,1
咪咪川菜（太乙路店）,4.9,108.972728,34.240836,51,835,4
拾贰号集装湘,4.1,108.997175,34.268527,40,820,1
祥和虾馆,4.6,109.240798,34.662365,41,474,5
赵家腊汁肉（胡家庙店）,4.2,108.987198,34.277321,17,3334,5
大自在火锅（金莎国际店）,4.0,108.947278,34.225723,89,5402,1
麦德房（端履门店）,3.9,108.954568,34.256247,19,517,1
山城小厨（华旗国际广场店）,4.0,108.947236,34.221610,22,5349,1
真功夫（西安新世界店）,4.0,108.946280,34.261467,25,3228,1
丹荔轩酒店,4.1,108.901312,34.241636,57,528,1
西安调调有家手擀面（万科生活广场店）,3.5,108.893326,34.158469,25,764,1
西安烤鸭店（369烤鸭王店）,4.1,108.988450,34.253841,68,1879,1
唐安餐饮（唐安酒店）,4.3,108.938621,34.305268,52,537,5
全口福大盆骨大碗面,4.3,108.983643,34.451255,31,207,5
秦唐一号西安菜馆,4.1,108.949208,34.255827,49,2304,1
川魏道老灶火锅（三桥店）,4.5,108.831370,34.289168,55,3169,5
彭福记我家菜馆（白沙路店）,4.0,108.912336,34.230870,46,487,1
艺华蛋糕,4.4,108.871040,34.268753,15,369,5
陕味葫芦头,3.8,108.827362,34.292084,18,622,1
尚老幺跳水鱼,4.1,108.903142,34.263378,55,705,1
御品皇三汁焖锅（户县店）,3.3,107.642700,35.738082,61,1051,1
石锅鱼小竹签烤肉（建工路店）,4.0,109.011019,34.242659,44,452,1
四季荟,4.7,108.943340,34.232124,197,2535,4
私房菜煎饼屋,4.1,109.100319,34.533151,30,470,1
咖啡陪你caffebene（交大东南门店）,3.9,108.986817,34.245555,33,481,1
老潼关肉夹馍,4.0,108.879267,34.233861,13,248,1
华创假日酒店·润德私房菜,4.2,108.887591,34.245750,45,606,5
英伦御品（科大店）,3.4,108.979731,34.380124,18,1559,1
牛尚锅串串香,4.1,108.937358,34.161760,58,2406,1
新疆风味餐厅·原安东街26年老店,3.5,108.979350,34.246132,54,569,1
巧手厨娘（广安路店）,4.3,109.015667,34.311250,39,2501,5
强氏喜阿婆粥饼店（东仪路店）,3.5,108.928077,34.209120,37,947,1
阿Q虾尾（菊花园总店）,3.7,108.934235,34.230769,50,816,1
双城乡铁锅炖羊肉（莱安逸境店）,4.3,108.890790,34.246367,86,394,5
