name,scores,address,mean_price,comment
御品轩（城东客运站店）,3.9,灞桥区纺织城客运站候车大厅内（客运站与地铁站转换层）,28,3888
鸭掌门特色火锅（文景路店）,3.9,未央区经开区凤城四路与文景路交叉口西南角海璟蓝寓20304号商铺,58,8696
秦风肥牛（阳阳国际店）,4.0,雁塔区朱雀大街132号阳阳国际广场3楼（交大第一附属医院对面）,81,8998
CoCo都可（小寨赛格店）,4.3,雁塔区长安中路123号赛格国际购物广场负二层,13,13860
伯爵工房（明德门店）,4.1,雁塔区朱雀大街杨家村凯旋广场d座（南方星座d座正对面）,34,4634
赛味尔蛋糕,4.7,临潼区人人乐超市东侧，啤酒广场,32,3418
仟禧自助涮烤（田王店）,3.7,灞桥区田洪正街266号中都宝丰大楼3楼,48,5764
小浪花自助涮烤,4.0,莲湖区莲湖路与立新街交叉口东北角,45,10487
土大力烤肉名家（银泰百货店）,3.9,碑林区西大街48号银泰中环广场银泰百货6层,57,3465
藏式秘汁烤鱼（中贸广场店）,3.9,碑林区南关正街16号中贸广场餐饮楼2层,61,3939
重庆四姐火锅,4.0,长安区新华街与长兴路交叉口东南角（绿园十字北行80米）,81,4810
北京老胡同烤鸭（朱雀门店）,4.0,碑林区南广济街蕾德曼酒店二楼（五味什字向南50m路西）,67,10012
麦多馅饼,4.5,未央区北大学城陕西科技大学时代广场西北角1楼,7,3228
鲜上鲜文鱼庄（阳阳国际店）,3.8,雁塔区朱雀大街132号阳阳国际广场C座2楼（近雁塔西路）,88,2687
白鹿原猪蹄坊,4.1,碑林区太白北路279号西北大学综合服务楼,47,5834
王府臻品火锅（长安街店）,4.5,长安区西长安街55号（西北饭店斜对面）,58,5360
乡村基（长乐店）,3.9,新城区长乐西路180号炫彩商城2楼（康复路口）,25,8369
壮仔龙虾,4.9,碑林区东大街万达新天地二号楼10188,60,2283
杨翔豆皮涮牛肚（明德门店）,4.9,雁塔区朱雀大街南段52号（华园裙楼一楼）,51,7423
重庆地瓜老火锅,4.9,未央区凤城四路与民经一路十字东南角（世融嘉城商铺）,66,4135
仟禧自助涮烤（高陵店）,3.8,高陵区南新街与东方红东路交叉口向南50米路东,37,3187
玛喜达韩国年糕料理（民生百货店）,4.6,碑林区东大街骡马市1号民生百货6层,42,15955
韩味坊牛排自助（长安中央广场店）,4.3,长安区长安中央广场奥斯卡影城西侧3F（近西北饭店）,48,23001
汉拿山（大明宫万达广场店）,4.0,未央区太华北路369号万达广场3层,82,5138
御品轩（临潼唐宫坊店）,4.2,临潼区会昌路临潼中心广场华润万家一楼,21,2873
顶牛兰州牛肉拉面（金花路店）,4.8,新城区金花南路与咸宁路交叉口北行100米,13,8895
苏浙会馆（高新店）,3.9,雁塔区高新一路2号国家开发银行大厦裙楼1-4层,98,895
聚丰苑北京烤鸭（大明宫店）,3.8,未央区太华北路242号大明宫内（近凤城一路）,55,3018
李想大虾火锅花园（万年路店）,4.0,新城区长乐路与万年路十字向北150米路东（万年饭店北150米）,46,8071
田园牧歌饭庄,4.6,临潼区桃园步行街北排中段,27,2126
九锅一堂（小寨赛格店）,3.8,雁塔区长安中路123号赛格国际购物中心7层7026,39,10410
雅泰来中西餐（解放路店）,3.8,新城区解放路55号（人人乐超市向南10米）,52,3871
宽塘·蛙哥虾妹（小寨臻选店）,4.0,雁塔区小寨东路赛格购物中心七楼,68,7737
嘻范·湖南菜 剁椒鱼头（凤城五路店）,4.3,未央区凤城五路与文景路交叉口东南角斯玛特商业广场三楼（近海璟时代，西安中学南门正对面）,46,750
清真重庆巴爷香辣鸡煲（南小巷店）,3.8,莲湖区西关正街189号,50,2021
安旗蛋糕（城东旗舰店）,4.0,灞桥区城东客运站广场地铁A入口,23,1407
福泰宫,4.0,莲湖区枣园西路8号,46,4003
万和源炝锅鱼·活鱼现炝（吉祥路店）,4.4,雁塔区吉祥路与永松路交叉口东行50米路北,53,1902
小阿妹米线（李家村店）,4.4,碑林区雁塔路69号华润万家一层,22,4873
赛百味（高新店）,4.0,雁塔区科技路33号世纪金花一层（近光华路西口）,26,4051
多乐客披萨（小寨店）,4.3,雁塔区长安中路215号西旅国际青春巷子一层14,30,1994
味立方煎饼屋（电子正街店）,3.9,雁塔区电子正街88号（凯悦华庭1楼）,40,3662
福聚长饺子馆,4.5,未央区西咸路沣东新城启航佳苑B区门口北第一家,17,1546
赵家腊汁肉（小寨店）,4.2,雁塔区兴善寺西街与长安中路交叉口向西400米路南,14,3543
渝老道火锅,4.2,高新区西沣一路8号,88,738
吉美诺蛋糕（公园北路店）,4.0,新城区公园北路88号,34,2572
泰熙家（飞炫店）,4.3,雁塔区兴善寺西街小寨飞炫广场一层,30,3025
王婆大虾,4.1,临潼区文化路北开元小区门口,44,4430
中国重庆老版火锅（科技店）,4.1,雁塔区科技路与博文路交叉口东50米路南,87,2943
名羊天下陕北横山铁锅炖羊肉（博文路店）,4.4,"雁塔区博文路与科创路十字东南角（西电科技园西侧）,近中国平安、高新一幼",62,2724
毅祥斋老孙家泡馍（西羊市店）,4.2,莲湖区回民街西羊市40号（西羊市向西100米路南）,22,33637
纳家楼·新陕菜（矿山路店）,4.3,未央区矿山路海璟印象城B区一层（近刘南村）,40,1630
鲜上鲜文鱼庄（高新路店）,3.7,雁塔区高新路80号望庭国际10106（枫林绿洲西门对面）,85,1461
城市运动公园茶餐厅,4.2,未央区未央路168号城市运动公园综合馆二楼茶餐厅（近城市运动公园体育馆）,35,975
伯爵工房（桃园路店）,4.1,莲湖区丰镐东路190号,42,1909
藏式秘汁烤鱼（西北国际茶城店）,4.5,新城区长乐中路242号西北国际茶城4楼,61,2946
飘香盛世小阿妹米线（紫薇龙腾店）,4.1,雁塔区科技路1号紫薇龙腾新世界1层,24,4246
门里香葫芦头泡馍馆,4.1,未央区凤城一路大明宫建材家居市场西门对面,16,4472
德圣咖啡（玉祥门店）,4.2,莲湖区大庆路11号1幢1单元00102室,44,4587
谷麦滋（文化东路店）,4.7,临潼区文化东路120号（东方开元小区1区门面房）,15,3827
马勇牛羊肉,4.9,碑林区大学南路边西街3号（西北大学西北工业大学）,48,2699
唐武大盘鸡,4.2,临潼区东大街3号眼镜烤肉隔壁,29,2896
牛一嘴·中国兰州牛肉拉面（雁南四路店）,4.7,雁塔区雁南四路与庙坡头路交叉口北行50米路东,17,8077
泰熙家（中贸店）,4.2,碑林区南关正街16号中贸广场F1层,29,1836
七十二行·巴蜀锦筵餐饮,4.4,雁塔区二环南路东段与翠华路交叉口长安大学对面（近翠华路）,67,2796
清真·马骥家泡馍,3.9,雁塔区朱雀大街252号（小寨西路与子午路交叉口向北200米路西）,38,5233
Mr pig·借蹄发挥（万和城店）,4.7,新城区长缨西路万和城负二层4F-239号,16,2374
飘香盛世小阿妹米线（建工路人人乐店）,4.3,新城区公园南路人人乐超市内,22,2867
张氏宽窄巷成都名小吃（中贸店）,3.7,碑林区中贸广场步行街B区2层B-2-4号,27,2023
饮长安（东仪路店）,4.0,雁塔区丈八东路8号,39,2732
蜀江烤鱼（大明宫万达广场店）,4.1,未央区太华北路369号万达广场步行街3071-3072号,75,9858
小阿妹米线（公园南路北口店）,3.9,新城区公园南路北口海方商城一层,22,6275
凌云餐厅,4.8,高陵区西韩街223号,25,437
刘小厨·陕西菜（科技二路店）,4.7,雁塔区科技二路文理学院隔壁（沙井村南口斜对面）,46,5100
顺峰（唐延路店）,4.2,雁塔区唐延路唐延鑫苑66号楼（在唐延鑫店隔壁）,158,1224
New Day cake新一天烘焙工作室,4.8,雁塔区高新路88号尚品国际C座南504,64,1002
刘大饼香辣土豆片夹馍（鱼化店）,4.1,雁塔区鱼斗路外事学院南校区北门东9,9,4081
顺峰（南二环店）,4.5,雁塔区南二环东段22号（近东二环）,159,1684
帝都天元酒店（餐饮部）,4.2,灞桥区田洪正街2598号,61,606
玉涮坊老北京涮肉·羊蝎子（建工路总店）,4.5,新城区建工路19号新城科技产业园内华企大厦一层,52,3222
家阖百岁鱼（浐灞半岛店）,4.3,未央区浐灞生态区浐灞半岛a15区门面房10202（浐灞大道与灞柳西路交叉口西侧）,50,2688
彼岸咖啡,4.7,高陵区泾河工业园区长庆西路天正花园小区门面（北门西侧）,34,321
宽窄巷成都名小吃（龙湖星悦荟购物中心店）,3.8,莲湖区大兴东路2号龙湖西安大兴星悦荟3楼,29,3213
啃啃cake for you,4.4,雁塔区太白南路西万路口金泰假日花城底商8-10120（玛雅房屋隔壁）,129,1579
禾绿回转寿司（民乐园店）,3.4,新城区解放路万达广场5楼559号,84,1209
华美烘焙,4.3,雁塔区小寨路街道吉祥村吉祥商业街B-06号（西安美院西侧）,63,1435
彤德莱（立新街店）,4.9,莲湖区愉景华庭1022号（莲湖路与立新街交叉口、擎天桌球会所隔壁）,53,3130
牛一嘴·中国兰州牛肉拉面（凤城九路店）,3.8,未央区文景路与凤城九路交叉口魏玛公馆南门,15,7578
德泰楼陕菜馆,4.5,莲湖区莲湖路中段107号（近红湖街站）教育宾馆2楼,44,2276
美好时光凯斯乐蛋糕店,4.9,碑林区围墙巷2号（中贸广场北侧20米）,42,1693
清真超香米线,4.5,莲湖区东举院巷北口96号,18,1294
川人百味（李家村万达店）,3.7,碑林区雁塔路北段8号李家村万达广场3F,40,6725
站亭（小寨赛格店）,3.6,雁塔区长安中路123号赛格国际购物中心B2层3009,21,2542
金彤川菜（西稍门店）,3.9,莲湖区西关正街58号（海底捞向西200米）,42,1573
泰熙家（龙湖星悦荟店）,3.9,莲湖区大兴东路2号龙湖西安大兴星悦荟负一层,29,1491
大厨小馆（绿地店）,3.9,雁塔区锦业路10130-A号（绿地世纪城饕界）,46,790
和記丸子専買,4.5,雁塔区兴善寺东街新海港城负一层3号通道旁（超市这一层）,10,3103
巨炉烤吧（科技路店）,4.3,雁塔区科技路徐家庄南口（原杨翔豆皮涮牛肚）,55,3054
梨园宫剧院餐厅,4.3,莲湖区大兴东路63号（小白杨公交站下车即到）,72,834
西羊市老米家泡馍（环城南路店）,3.9,碑林区环城南路中段96号（阳光丽都旁）,40,5903
糊涂记（文景店）,4.3,未央区西安市文景路白桦林居东门西安银行三楼糊涂记,30,2358
旺顺阁鱼头泡饼（财富中心店）,4.1,雁塔区南二环西段财富中心C座2层,104,737
鲜红家美食餐厅,4.3,长安区樱花一路雅居乐外商铺30-105,29,2421
楼兰古丽新疆菜（文景路汉神店）,4.5,未央区凤城八路与文景路交口西南角汉神购物广场南馆4层（西安市政府斜对面）,48,3278
大厨小馆（世家星城店）,4.0,雁塔区丈八东路8A商铺,47,1022
蓉李记成都名小吃（李家村万达店）,3.8,碑林区李家村万达广场3楼,29,2717
SOMA蛋糕,4.5,灞桥区鹿塬街南段60号白鹿花园东门北,55,825
刘大饼香辣土豆片夹馍（长安店）,3.7,长安区航天城南长安街客运公司对面,6,2783
上野日本料理（南新街店）,4.1,新城区南新街10号,59,1771
韩记饺子馆,4.2,未央区凤城一路东段大明宫建材家居城北门对面,15,3001
德克士（临潼2店）,4.0,临潼区临潼生力广场一楼,24,2948
天宇菲尔德花园餐厅,4.0,长安区神舟三路239号天宇菲尔德酒店一层,129,2216
巷子里市井火锅,4.4,未央区未央路塞高国际C座1楼（必胜客后面）,49,812
面根面,3.9,碑林区太乙路立交西北角曼城国际商业街中心楼一楼（近太乙路立交）,26,3478
太平洋咖啡（大唐西市店）,4.1,莲湖区劳动南路118号西市城购物中心第1层3F1205（近西市广场雕塑）,42,1102
北京老铺烤鸭（高新店）,3.8,雁塔区团结南路与科技路交汇处北200米路东,68,2161
迈德思客（车站店）,3.9,灞桥区东城大道与柳虹路交叉口东50米路南,16,3773
迈德思客•汉堡•烤全鸡（临潼店）,4.4,临潼区吊庄路与陕鼓大道交叉口南50米,19,1797
天悦烤鸭精品家常菜（长乐店）,4.0,新城区长乐中路126号沣华国际酒店1-3层,49,2800
胖子牛羊肉（边西街店）,4.9,碑林区边西街89号（陕建公司家属院对面）,80,2122
天方食府,4.1,长安区书香路商业街B栋2层K区（陕师大长安校区）,37,1199
上岛咖啡（紫郡长安店）,3.8,雁塔区朱雀大街南段紫郡长安F2号楼二层,76,2741
清真胖小李火锅（民乐园店）,4.6,新城区东新街3号楼1单元1号,40,3519
华清爱琴海地中海餐厅,4.0,临潼区陕鼓大道8号,196,475
上海人家（含光路店）,4.3,碑林区含光路北段汉庭酒店南行30米,86,1618
金桥酒店（西北二路店）,4.7,莲湖区西北二路一号,47,727
SPRCOFFEE（李家村店）,4.1,碑林区雁塔北路52号（李家村万达广场北侧煤研宾馆一层）,30,1130
海市阁餐厅,4.2,未央区浐灞大道1366号,35,305
大厨小馆（友谊路店）,3.6,碑林区友谊路黄雁村十字东南角华豪丽晶2楼,44,555
岐风烙面皮,4.3,碑林区东木头市19号（骡马市南口往东100米路北）,18,3043
私房菜煎饼天府酸菜鱼,4.0,高陵区泾渭四路如家酒店南行50米路东,28,1743
等一个人咖啡馆,4.7,碑林区鼓楼对面竹笆市银泰百货地下停车场往西50米,26,324
压壹锅（龙湖星悦荟购物中心店）,3.9,雁塔区新开门北路888号龙湖星悦荟购物中心中厅3层,44,1292
秦巴源民间陕菜（龙湖星悦荟购物中心店）,4.5,莲湖区大兴东路2号与星火路十字向西100米龙湖星悦荟购物中心3楼（红庙坡）,39,2427
中国兰州牛肉拉面（大寨路店）,4.9,莲湖区大寨路1号8幢1单元10101室（大寨路华府新桃园南门）,15,414
福茂源陕北铁锅羊肉·烧烤（高新路店）,4.1,雁塔区高新路与科技四路十字东南角（枫林绿洲小区北门西侧A9公馆商业二层）,82,2099
七里香蒸饺（都市印象店）,3.6,雁塔区西辛庄800路站牌处都市印象门面10-1001（丈八北路唐兴路十字东北角）,24,6377
大城小鸡黄焖鸡排骨米饭（铁塔寺北街店）,3.6,莲湖区铁塔寺北街2-14号,15,194
迈德思客（郭杜店）,3.8,长安区郭杜东街润家购物广场对面,15,1953
芙利来·网红轻奢蛋糕（石家街店）,4.1,新城区东元西路8号（石家街站彩云郡小区东临加油站斜对面）,36,1514
鸭掌门特色火锅（长安店）,3.7,长安区韦曲西街十字向南50米路西（长安酒厂南）,57,4359
DQ（解放万达店）,4.4,新城区解放路111号五路口东南角万达广场南区5层535,31,1603
巴黎圣曼蛋糕（东城大道店）,4.7,灞桥区东城大道兴阎小区底商3号铺,50,438
赵家腊汁肉（高新总店）,4.1,雁塔区科技路与高新四路十字向北200米路西（新西蓝二期楼下）,15,2055
春发芽葫芦头,3.7,雁塔区吉祥路129号太白小区十字东北角蛐蛐火锅旁边,34,1938
大益膳房（纺织城店）,4.3,灞桥区鹿塬街中段388号（灞桥分局南行200米）,94,754
小哥过桥米线（海港城店）,4.0,雁塔区长安中路169号旺角广场秋云小吃城3楼,15,1030
纳家楼·新陕菜（玄武路店）,4.3,未央区玄武路西口尚品雅苑1楼（惠仁医院附近）,40,1578
猫堂小站猫咪主题馆,4.9,雁塔区小寨十字东南角华旗国际A座16层1631室,29,2341
胡杨林餐厅,4.1,高新区光华路72号（近高新路，导航医院旁）,48,1313
侏罗纪原生态咖啡,4.3,新城区解放路民乐园万达广场1号门与2号门之间中央通道内,32,951
华元饭庄（柳巷店）,4.8,灞桥区华清东路82号（近灞桥火车站，东城大道与柳亭路路口北侧）,30,1161
九成香木桶鱼老火锅（科技路店）,3.9,雁塔区科技路与丈八北路十字东北角（华润万家超市西门3楼）,68,2497
古城一品私房开锅羊肉,4.4,雁塔区朱雀大街南段紫郡长安C6号楼一单元102（华夏银行旁东门）,48,467
紫燕百味鸡（丈八北路店）,4.3,雁塔区丈八北路709号7栋1单元10112室,19,4278
秦皖嫩江鱼,4.0,新城区大明宫遗址区含元路394号,42,442
腾云铁板烧,4.9,未央区未央路和凤城一路交叉口雅荷花园A36栋楼2单元（工商局对面西边30米）,92,283
海江河文鱼火锅,4.7,未央区东二环与矿山路交叉口向东800米路南（煤矿机械厂对面）,81,1247
THREE叄壹烘焙,4.5,莲湖区大兴东路龙湖MOCO国际1-1-11708室,40,1610
久沐·贵妃醉酒,4.4,碑林区竹笆市中段115号,45,2251
果果家的鱼（东仪路店）,3.8,雁塔区东仪路3号东怡宾馆1楼（邻近南大明宫石油大学）,59,3130
佰味蜀釜火锅,4.3,未央区未央路138号中登大厦A座2楼（未央路与凤城三路十字向北100米路西）,80,1084
大益膳房（晶海高新店）,4.4,莲湖区南二环西段393号捷瑞公园首府1-3楼,132,1013
面辣子·陕西家乡菜（西大街店）,4.4,莲湖区西大街358号唐人街商业步行街B2栋3层30690号（西大街桥梓口十字西南角世纪金花隔壁）,55,1738
老马家泡馍,4.1,未央区徐家湾渭滨路康乐医院向南50米（工商银行斜对面）,28,2070
北京羲和雅苑烤鸭坊（王府井店）,4.0,碑林区南关正街王府井百货六层,102,1539
老陈家烩菜（东新街总店）,3.9,新城区东新街138号（尚勤路尚俭路间）,29,549
德意西饼屋,3.9,临潼区南大街与北大街十字路口附近,21,4759
hellokitty不是猫蛋糕,5.0,临潼区芷阳新苑东区2号楼1单元9楼,40,431
老关中葫芦头泡馍,4.3,新城区南新街恒星大厦一楼,20,1692
名京九味（锦程苑店）,3.6,未央区未央路110号（名京-九合院北底商）,29,877
重庆鸡公煲,4.6,临潼区吊庄路美隆宾馆楼下,24,505
百姓厨房（友谊东路店）,3.8,碑林区友谊东路8号（交大南门斜对面）,52,963
品啡客,4.5,雁塔区科技路西口都市印象18栋0111室（肯德基后门20米）,25,506
云蒙过桥米线（蓝天路店）,4.1,阎良区蓝天路锦绣名苑门面房,14,704
恬时间,4.3,未央区未央路印象城5幢2407,44,374
巷子火锅,3.9,长安区北长安街与凤栖路交叉口（韦区灯具厂十字向南200米路东茗景城小区）,44,1125
小俩口汉中鱼庄.串串香（纬二街店）,4.4,雁塔区雁塔西路161号世纪经典A座一层西侧,62,1331
Sevilla cake塞维利亚蛋糕（高新三路店）,4.3,雁塔区高新三路财富中心二期C座1508室,91,287
苏浙会馆（大庆路店）,4.2,莲湖区大庆路136号（土门工人文化宫隔壁）,78,570
大雄家,4.4,灞桥区思源商业街114号,17,601
码头故事（响塘店）,4.4,雁塔区团结南路与德兴巷交叉口响塘广场C座3层,68,2855
上岛咖啡（小寨店）,4.3,雁塔区雁塔西路161号德朗商务酒店二楼（世纪经典）,48,1401
米多多烘焙屋,3.9,雁塔区长安路177号海港城1楼,38,945
关中小厨坊（大明宫万达店）,3.7,未央区太华北路369号万达广场3层,47,2023
旺客基黄焖鸡米饭（南窑头店）,4.7,雁塔区科技四路南窑头社区东区34排5号（通信管理局对面）,15,2002
辣条印象,4.7,长安区韦曲北街与长兴北路交叉口向南70米路东（汉庭酒店对面）,10,1355
和记糖水店（钟楼店）,4.1,碑林区西大街东口丽晶酒店一楼（靠近五环工厂体育店）,15,655
咪咪川菜（太乙路店）,4.9,碑林区太乙路南段甲字1号（太乙路与友谊东路交口）,51,835
拾贰号集装湘,4.1,新城区长乐中路西北国际茶城4楼4-25号,40,820
祥和虾馆,4.6,阎良区大良路3号,41,474
赵家腊汁肉（胡家庙店）,4.2,新城区东二环路与长缨西路交叉口东行100米路北,17,3334
大自在火锅（金莎国际店）,4.0,雁塔区长安中路65号金莎国际购物广场4层,89,5402
麦德房（端履门店）,3.9,碑林区端履门路北卧龙大厦1楼（西安高级中学西侧）,19,517
山城小厨（华旗国际广场店）,4.0,雁塔区长安中路97号华旗国际广场负一层A18商铺（魏家凉皮对面）,22,5349
真功夫（西安新世界店）,4.0,莲湖区北大街88号宏府嘉会广场新世界百货负2楼,25,3228
丹荔轩酒店,4.1,雁塔区高新区高新三路2号海佳云顶3楼,57,528
西安调调有家手擀面（万科生活广场店）,3.5,长安区西长安街919号万科生活广场A座2层,25,764
西安烤鸭店（369烤鸭王店）,4.1,碑林区兴庆路中段25号（兴庆公园东门正对面）,68,1879
唐安餐饮（唐安酒店）,4.3,未央区文景路89号唐安酒店3层,52,537
全口福大盆骨大碗面,4.3,高陵区泾渭北路中段90号（店子王村）,31,207
秦唐一号西安菜馆,4.1,碑林区东木头市176号秦唐一号酒店1-2楼,49,2304
川魏道老灶火锅（三桥店）,4.5,未央区三桥地铁口向南100米金桥国际3F（三桥工商银行）,55,3169
彭福记我家菜馆（白沙路店）,4.0,高新区光华路与白沙路十字的西南角（西安市第五十三中学隔壁）,46,487
艺华蛋糕,4.4,莲湖区大庆路690号,15,369
陕味葫芦头,3.8,未央区西咸路三桥启航时代广场商业步行街北口正对面,18,622
尚老幺跳水鱼,4.1,莲湖区团结东路35号（劳动公园南门西侧50米路北）,55,705
御品皇三汁焖锅（户县店）,3.3,鄠邑区大十字旁停车场西峰商贸二楼（近德克士）,61,1051
石锅鱼小竹签烤肉（建工路店）,4.0,雁塔区建工路12号西3号行知幼儿园旁,44,452
四季荟,4.7,碑林区长安北路14号（省体育场南侧近美术博物馆、近南二环）,197,2535
私房菜煎饼屋,4.1,高陵区鹿歌路与东二环路十字向西10米路南,30,470
咖啡陪你caffebene（交大东南门店）,3.9,碑林区兴庆南路西安交通大学东南门（近中国工商银行）,33,481
老潼关肉夹馍,4.0,雁塔区唐兴路与高新六路交叉口东辛庄小区24排7号,13,248
华创假日酒店·润德私房菜,4.2,莲湖区沣惠南路与大寨路交口西北角（牡丹苑西侧）,45,606
英伦御品（科大店）,3.4,未央区太华北路科技大学时代广场1楼（美尚造型旁边）,18,1559
牛尚锅串串香,4.1,长安区韦曲北街安景苑小区门面房,58,2406
新疆风味餐厅·原安东街26年老店,3.5,碑林区建东街东口和经九路丁字路口西南角（乐居场A4区206号）,54,569
巧手厨娘（广安路店）,4.3,未央区广安路中段玛格波罗酒店一楼（中铁七局对面）,39,2501
强氏喜阿婆粥饼店（东仪路店）,3.5,雁塔区东仪路北段（西安市第46中学南50米）,37,947
阿Q虾尾（菊花园总店）,3.7,碑林区东厅门23号,50,816
双城乡铁锅炖羊肉（莱安逸境店）,4.3,雁塔区唐延北路1号莱安逸境2F层,86,394
膳当家黄焖鸡米饭（西安工业大学店）,4.6,未央区太华路西安工业大学东门苏席商业中心1楼1025号,17,2137
云尚咖啡茶语,3.9,雁塔区朱雀大街19号南方星座D座二层,57,505
同興福牛羊肉泡馍,4.5,碑林区朱雀大街67号（交通银行对面）,24,669
牛祥天下·中國蘭州牛肉拉麵泡馍（小寨店）,3.8,雁塔区兴善寺东街天佑医院隔壁（近安琪医院）,17,1477
金牌铜锅,4.4,未央区凤城南路与文景路交叉口东北角,30,199
生日饼屋,4.5,蓝田县三十米路建设银行斜对面（自来水公司对面）,15,464
有酸有辣,3.7,雁塔区吉祥路吉祥小学2楼（比格比萨，吉祥小学）,37,944
恒河印度餐厅,4.3,雁塔区大雁塔南广场东南角3幢1单元10104室（蓝色莲花酒吧海底捞）,57,353
黑面蔡（西市城购物中心店）,4.6,莲湖区劳动南路1号西市城购物中心3楼6F3107,9,6295
辣动时代自助小火锅（桃园路店）,4.2,莲湖区桃园路街道桃园路附5号中国工商银行南50米（桃园路派出所）,26,672
君富莱大酒店,4.1,未央区北二环与文景路十字西南角（紧邻城北客运站）,59,945
新概念文景酒楼,4.1,未央区文景北路10号（文景路与凤城一路十字）西北角,54,631
千花寿司（灞业大境店）,4.4,灞桥区灞业大境西区商业街茶罢楼内,38,197
歌思泊咖啡,4.4,碑林区长安北路118号中贸广场B区B-1-14室,29,1236
聚宾楼,4.0,雁塔区沣惠南路18号西格玛大厦,60,1481
东关吉祥腊汁肉夹馍（北关店）,3.8,新城区自强东路华茂商厦B座1层,11,2440
老城印象餐厅,4.3,莲湖区龙首南路1-7号（龙首村十字南100米路东向里50米）,35,1110
陈二毛肥牛火锅（东郊店）,4.1,灞桥区半坡路155号（半坡博物馆对面）,68,934
李先生（西安火车站店）,4.5,新城区解放路181号,22,1598
大海子西府民俗村（高新店）,4.1,雁塔区科技路1号紫薇龙腾新世界2楼,45,775
京顺福涮锅,3.9,碑林区东大街东二道巷招商银行旁（近阿房宫维景国际大酒店）,46,970
嘉华鱼火锅,4.1,长安区北长安街224号（嘉华商务酒店旁）,35,737
孔乙己小馆（王府井百货店）,3.6,碑林区南关正街88号西安王府井百货六层,82,490
黄食福（唐都店）,4.6,灞桥区新寺路唐都医院向西50米（恒泰宾馆一楼）,41,957
晋味轩（万兴广场店）,4.4,灞桥区纺正街万兴广场三楼262号,46,1009
7石咕噜鱼 纸包鱼（郭杜东街店）,3.8,长安区长安县郭杜镇郭杜东街樱花西苑1-106（郭杜医院，郭杜街办斜对面）,62,480
雲盖茶（汉神购物广场店）,4.4,未央区凤城八路与文景路交叉口西南角汉神购物广场5层,17,3725
国人川菜（高新店）,3.9,高新区高新路南段86号领先时代广场A座3楼（近旺座现代城）,48,338
秦州锅贴馆（建国路店）,4.7,碑林区东十道巷9号东侧,19,563
鸭掌门特色火锅（周至店）,3.3,周至县农商街城隍庙向西20米路南,31,995
怡香秦豆皮涮牛肚（立丰国际店）,3.7,碑林区东二环路立丰国际6楼,50,4935
康美澄城水盆羊肉,3.8,灞桥区浐灞大道浐灞半岛A15-17号底商10101号（浐灞商务中心）,24,401
川渝人家（时尚店）,4.3,雁塔区电子正街118号（汉唐足浴南行20米）,49,500
七婆串串香火锅（李家堡店）,4.4,灞桥区米秦北路李家堡商业街万家和购物广场西门楼（原酒十路店）,37,259
川味轩（八府庄店）,3.9,新城区东元西路八府庄小区门面房（元丰怡家小区对面）,25,727
西岸人文咖啡馆,4.6,蓝田县蓝新路南段宏辉城市坐标商业楼二楼,36,230
国力仁和川菜（李家村店）,4.0,碑林区李家村万达广场北侧煤研大厦二楼,51,1697
康利来烘焙,4.1,高陵区东方红东路与西韩街交叉口西160米路南,27,633
紫鑫阁饭庄（长安店）,4.1,长安区广场西路19号,81,387
花之林人文茶馆私房菜（凤城八路店）,4.7,未央区凤城八路与文景路十字交叉口向西200米,57,1219
鸿福川菜鱼,4.0,长安区潏河路广天苑小区南大门以东向西排列第八户门面房,30,144
青都里·司厨（大唐通易坊店）,4.1,雁塔区西安曲江新区雁塔西路大唐通易坊2号,131,1096
70年代土灶台餐厅（阎良旗舰店）,4.2,阎良区前进西路飞天厨具北50米,40,220
新元海鲜粥城（西稍门店）,4.5,莲湖区劳动南路老机场锦园路东口,62,1109
李想大虾火锅花园,4.5,阎良区大良路东段航苑小区17区东门对面（蜀味轩串串香隔壁）,48,2770
逸果（万和城购物中心店）,4.3,新城区胡家庙十字西北角长缨西路1号万和城购物中心6楼（胡家庙万和城六楼逸果饮品店）,10,1615
老北京涮锅,4.3,莲湖区东举院巷13号（贡院门小学向北10米）,50,191
天朗森柏大酒店,3.7,雁塔区丈八北路380号（科技路与丈八北路十字西南角）,86,474
喵cafe·猫咪咖啡（含光店）,4.6,莲湖区冰窖巷20号（冰窖火锅东30m对面）,27,133
新鲜空间蛋糕,4.5,雁塔区科技二路甘家寨新村东3排29号楼3单元,60,593
宗江小阁宴贵宾楼（贵宾楼）,3.8,新城区咸宁中路313号付1号,58,80
DAIYA黛雅原装进口蛋糕（高新店）,5.0,雁塔区高新路16号临街商铺202室（丽华科技大厦旁边）,129,1440
荒岛咖啡厅,4.9,碑林区雁塔北路李家村万达广场一栋一单元822室（地铁A口）,28,327
青都里日本料理（东二环店）,4.1,碑林区东二环南段1号粤好海皇酒店5楼（东二环南段路西）,104,1528
美蛙耗儿鱼天天小厨（长乐公园店）,4.7,碑林区金花北路39号景观路就掌灯三佰幅商业街1F107号,58,230
味道私语（红旗小区店）,3.9,阎良区研飞巷红旗小区红旗酒楼1楼,30,455
味品轩西饼屋（西北大学店）,4.6,碑林区友谊西路与太白北路十字东北角,50,333
韶山村湖南土菜馆,3.8,长安区长兴北路与韦曲北街交叉口西行110米路北,27,213
赵记腊汁肉店（凤华路店）,4.5,未央区凤华路中段文景观园底商,15,2997
