name,scores,address,mean_price,comment
瑞可爺爺的店（赛格店）,4.7,雁塔区长安中路小寨赛格国际负二楼,30,38229
0057香辣虾（小寨店）,3.6,雁塔区长安中路众邦投资4楼（小寨赛格北50米，天桥东侧，海港城南面）,50,12578
慧莹农家乐,3.5,长安区太乙宫街道杏园村905路停车场对面,23,1
黄品煌三汁焖锅（东大街店）,4.1,新城区东大街民生对面第七感觉三楼（案板街口东20米）,38,12300
味都西饼店（华美店）,4.5,长安区华美十字木材公司综合楼下（近北里王骨科医院）,15,10286
小蛮子纸包鱼（电子四路店）,4.3,雁塔区电子四路东口建设银行西侧,49,3775
鑫和炝锅鱼（梨园路店）,4.0,莲湖区梨园路蔚蓝悦城第1幢1单元10103号房,51,3322
还是串串火锅,4.2,碑林区顺城南路25号,80,9
飞鹿餐饮,4.9,莲湖区莲湖路323号飞鹿商务酒店内（近玉祥门）,49,5416
和福顺养生焖锅（长百店）,4.4,长安区韦曲北街长百新市广场三楼,58,16463
洛可可蛋糕坊（行政中心店）,4.9,未央区凤城八路雅荷城市花园北门往东100米,81,1501
唐乐宫-法兰西百谷特面包屋,4.5,碑林区长安北路75号唐乐宫大厅内,28,5326
王魁腊汁肉夹馍（柿园路店）,3.9,碑林区柿园路兴庆公园北门车站往东行路南,13,2189
洛可可生日蛋糕坊（胡家庙店）,5.0,新城区长缨西路75号,45,356
老北京烤鸭（东厅门店）,4.1,碑林区东县门11号第8中学往西150米路北（如家酒店斜对面）,36,1533
上岛咖啡（凤城四路店）,3.9,未央区凤城四路与明光路十字世融嘉城,58,4551
洛可可生日蛋糕坊（三桥店）,5.0,未央区三桥拥军路天玺国际侧面底商（菜鸟驿站往里走）,50,1267
金瑞坊炝锅鱼,4.3,长安区韦曲广场北路美林幼儿园南50米固美口腔一楼（圣合家园二期西门北侧10米）,38,4989
清真食尚旋转自助火锅,4.2,莲湖区麦苋街88号,31,4082
洛可可生日蛋糕坊（龙首印象城店）,5.0,未央区未央路印象城1号楼1701号,72,2868
菜客·陕菜,3.9,莲湖区小南门里十字西北角向西20米路北（中汇会计大厦一楼）,41,7078
千福聚北京果木烤鸭（丰登路店）,4.7,莲湖区丰登西路与丰登南路交叉口西北角路北,26,2629
小蚂蚁海鲜烧烤,4.7,碑林区碑林区竹笆市中环广场B座105号,58,15
维克蛋糕（西稍门店）,3.8,莲湖区西稍门西关正街28号,44,1031
熙裕阁中国兰州牛肉拉面馆,4.3,新城区北关正街9号熙裕阁（西安大唐医院北邻）,10,14497
兰州马子禄牛肉面,4.3,未央区凤城三路与文景路十字向西200米路北（明光路和文景路中间）,22,5950
三顾香牛羊肉泡馍（凤城六路店）,4.2,未央区未央路与凤城六路十字向东50米路（银池丽舍旁）,29,4804
三原老黄家（文艺路店）,3.8,碑林区文艺路天伦盛世5楼（友谊东路口向东200米）,51,1038
毛记冒菜（高新店）,4.3,雁塔区大寨路与丈八北路交口东北角人人乐出口（大寨路公交站牌旁）,16,2623
大秦山庄,3.5,长安区子午峪西村（小五台）,61,4
清真渔坊秘制烤鱼,4.9,莲湖区洒金桥中段44号（清真古寺正门北行5米路西原尚捞自助火锅）,40,2732
第一佳大鸡排（长安广场店）,4.3,长安区广场北路长安广场华润万家一楼4铺,14,2848
啊布串串火锅,3.0,雁塔区曲江林语,40,1
北京涮羊肉,3.9,雁塔区小寨西路子午路十字向北200米路西（美豪酒店楼下）,39,6891
迈德思客（潘村店）,4.3,灞桥区弘知路潘家村寨门里头50米（近海棠学院）,10,5931
福苗小骆驼烧烤（曲江店）,4.1,雁塔区雁南一路154号曲江通泰左岸二层,84,1187
龙腾火锅（泾渭店）,4.1,高陵区泾河工业园区西营十字向南200米路西（近长庆西路）,66,6165
ccake蛋糕（高新店）,4.9,雁塔区高新路甘家寨西二排一号楼四单元,61,2619
福苗小骆驼烧烤（高新店）,4.3,雁塔区团结南路响塘广场对面路东（中建群贤汇旁边）,91,1691
挞挞家秘汁焖锅（立丰店）,4.4,碑林区东二环路立丰国际购物广场6楼,47,2253
臻膳轩自助涮烤城,3.9,长安区北长安街123号（地铁2号线航天城向北100米北站十字）,40,6378
洛可可生日蛋糕坊（太华南路店）,5.0,新城区太华南路银河坊民族小区24-0104号商铺（中天爱幼幼儿园对面）,79,747
姚家闻香铁锅炖（纺一路店）,4.2,灞桥区纺一路东段灞桥分局斜对面（唯真楼隔壁）,44,2334
玉肠香葫芦头泡馍,3.9,未央区龙首北路西段51号,21,7678
安妮贝可生日蛋糕（南稍门店）,5.0,碑林区四民巷55号,45,328
爱尚蛋糕,3.9,未央区凤城五路西安中学南门对面海璟时代,37,3171
张记老蒲城羊肉,4.2,未央区凤城三路与明光路十字向东200米路北（文景公园北门斜对面）,38,3014
萤初炉端烧（四海唐人街分店）,4.5,未央区太华北路26号四海唐人街,200,18
天下第一面（大雁塔北广场店）,4.9,雁塔区小寨东路8号（大雁塔北广场慈恩镇旁）,40,4908
王锦记冒菜香锅（陕科大店）,3.9,未央区陕科大时代广场1号楼1层78-2号,19,2424
洛可可生日蛋糕坊（土门店）,5.0,莲湖区团结四路18号北户,80,717
玲祥大盘鸡,5.0,临潼区行者路石油城西门向北100米（临潼福瑞汽修斜对面）,32,503
福气焖锅烤肉,4.4,雁塔区小寨东路126号百隆广场B座10层A室（华驿精选酒店乘电梯）,35,1103
锡林阿玛冰煮羊（汉神广场店）,4.9,未央区凤城八路汉神购物广场5层,84,221
安旗西点（蓝田店）,3.8,蓝田县近郊蓝新路南段与新民街西段交叉北70米路西（农业银行对面）,13,1574
干锅居（电子正街店）,3.7,雁塔区电子正街128号,54,4039
渝香楼,3.0,鄠邑区鄠邑区人民路春蕾什子北200米路西,50,3
喵星人的猫咖啡,4.9,雁塔区电子正街怡兴大厦5F（紫薇城市花园对面）,41,1086
北京烤鸭（徐家庄店）,4.6,雁塔区科创路162号,46,1736
洛可可生日蛋糕坊（民乐园店）,5.0,新城区解放路皇城壹号1-02号商铺（新城区公证处旁边）,56,903
北京烤鸭（长缨东路店）,4.4,新城区长缨东路146号（长缨酒店对面）,54,2200
阿姨奶茶专卖（小寨店）,4.9,雁塔区长安中路177号海港城一层J-23,8,822
洛可可生日蛋糕坊（西稍门店）,5.0,莲湖区五一巷75号A6商铺,84,397
闻道听香火锅,4.4,雁塔区电子正街与电子四路丁字路口向西200米路南，金磊大兴坊小区西侧二楼,58,2645
伊诺仕蛋糕,4.7,雁塔区兴善寺西街91号（新家坡小区）,73,3397
土耳其卡巴布清真餐厅（西安店）,4.3,雁塔区长安南路2号雁塔文化新天地西侧（近纬二街博纳电影院东侧）,41,2276
云南过桥米线（解放路店）,3.7,新城区解放路45号,24,7188
洛可可蛋糕坊（半坡店）,5.0,灞桥区堡子村纺建路东辰濠景一层门面房,66,1204
金皇冠蛋糕,4.8,未央区建章路与花园西街交叉口西北角（三棵树超市对面）,50,2652
桥头米线涮牛肚,4.3,碑林区长乐坊22号,15,1307
洛可可生日蛋糕坊（小寨店）,5.0,雁塔区吉祥村商业街B13号（御笔华府十字路往南100米路西）,74,591
臻味醉淡泊铜锅涮肉（含光门店）,4.5,莲湖区火药局巷29号（含光门里西侧100米）,90,1214
三姊妹香辣土豆片夹馍（海港城店）,4.4,雁塔区长安中路177号海港城B1层,6,4122
贝尔莉莎艺术蛋糕（全国总店）,5.0,未央区龙首北路祥福居小区北门底商,129,661
ME CAKE蛋糕·西点,4.2,莲湖区汉城北路150号雅卓花园10-1-101,77,2375
莲花餐饮（高新店）,4.9,雁塔区高新路南段89号（近云顶园小区）,61,1132
维也纳咖啡,4.1,未央区凤城八路与文景路十字路口向西200米,52,737
马有才牛肉拉面,4.4,未央区未央路与凤城六路十字向东100米路北,12,10994
悦宾楼（半坡艺术区店）,3.0,灞桥区半坡地铁口向南300米半坡国际艺术区东北门入口一楼,50,1
香客源自助火锅城（八府庄园店）,3.6,新城区含元路八府庄园9号楼1层6号,27,1868
兄弟大灶台-大庆路店,4.2,莲湖区大庆路与阿房路交叉口东50米路南,59,1496
小谷姐姐麻辣拌·麻辣烫（华夏幸福广场店）,4.9,灞桥区纺西街2572号华夏幸福里购物广场4层4f-13,20,19
食色火锅（高新店）,4.7,雁塔区科技路西口华润万家超市楼上8层807室,65,1716
聚朋自助火锅,4.0,新城区尚勤路与东四路交叉口向西70米路北（西安银行旁）,21,2262
御品馋猫砂锅麻辣烫,3.5,雁塔区太白南路西部电子商业步行街107号,24,1
小伙伴铜盘火锅（互助路店）,4.7,碑林区互助路东北角紫落澜庭1栋1单元1006,46,1267
重庆渝味晓宇火锅（粉巷店）,4.4,碑林区南院门食尚南院古道茶城二楼A8-A9,95,6877
大千麻辣鱼,3.5,长安区西沣路7号（丰德寺旁边）,86,3
老单家葫芦头泡馍,4.5,未央区常青二路银池花香丽舍小区第七幢1单元1层10105号,18,3928
关中大锅炖（灞桥区店）,4.5,灞桥区白鹿原狄寨转盘向北100米,36,1473
楼北楼牛羊肉泡馍（大差市店）,4.1,碑林区东三道巷21号（近大差市）,27,2688
Enoch Cake 以诺蛋糕,3.9,雁塔区高新六路北口向南200米,65,1360
清真奥斯曼大盘鸡砂锅,4.6,莲湖区二府街70号,25,39
福临北京烤鸭（韦曲西街店）,4.2,长安区韦曲西街93号（二幼西侧）,50,2076
悠味烘焙坊（三桥店）,4.1,未央区双拥路三桥地铁口南50米金桥国际楼下（李记搅团南侧巷内10米）,59,1718
ccake蛋糕（环城北路店）,4.9,莲湖区环城北路126号纸坊南社区1号楼1单元1层2号（天翼手机南边社区门口）,53,252
鲜羔楼三味火锅,4.4,未央区昆明路与富源三路交叉口南行100米路东,63,3398
拾堂（土门店）,4.0,莲湖区汉城南路与丰镐西路交叉口（制药厂十字）西北角华东万锦城4楼,40,1321
聚福生葫芦头,4.0,未央区新府一路张家堡新村北门,29,1594
望江楼饭庄,4.2,未央区凤城六路369号7号楼一层,30,2410
ccake蛋糕（交大乐居场店）,4.9,碑林区乐居场47号3-3-0105室,71,1992
老机场重庆跳水鱼老店,3.9,莲湖区锦园路3号,58,1184
京都肉饼王,4.9,雁塔区师大路中段34号,12,3783
花语溪（西安小寨店）,4.7,雁塔区朱雀大街515号新加坡小区4-1410,83,10
中田餐饮古城老菜馆（华东店）,4.4,雁塔区长安南路196号华东服饰广场（陕西师范大学正门对面）,38,2126
醉仙楼,4.3,高陵区西韩路高陵县汽车站向南30米,30,1179
黑土情酱骨庄,4.0,雁塔区电子商城步行街东208号,36,939
希雅美烘焙（三十米路店）,4.3,蓝田县三十米路自来水公司楼下（自来水收费厅隔壁）,18,1765
春阳茶事（gogo街区店）,4.6,长安区GOGO街区579号,17,24
诚净和,4.2,高陵区西韩街汽车站向南30米,33,951
荷韵泡姜鸡特色火锅（凤城五路店）,4.3,未央区凤城五路与未央路十字东北角MAX未来1楼10117号,51,1254
灞原嘹咋咧面馆（万科店）,4.5,长安区万科棉花公寓15-1-111号商铺,17,16
员苑咖啡,4.4,莲湖区西华门十字西南角新世界百货B1层东北角62号（靠近北门）,32,717
Cake Talk 心语蛋糕房（纺织城店）,4.7,灞桥区堡子村转盘京都国际1号楼507室,29,2158
串妹花式冰粉（西安凤城三路店）,4.9,未央区凤城三路四海唐人街向西50米,10,60
清真尚品旋转自助火锅,4.1,莲湖区大皮院64号,33,1616
田园泡芙（兴庆公园店）,4.2,碑林区兴庆公园南门西侧,10,5324
食YUE,4.9,碑林区南大街印花布园社区7幢9栋10101底商,22,267
佳美蛋糕（洪庆店）,4.1,灞桥区田洪正街230号庆华北区,60,2203
老狼大盘鸡（徐家庄店）,3.5,雁塔区科技路安荣大厦1楼,32,1521
虎子水盆羊肉,4.9,雁塔区曲江新区翠华南路229号擎友大厦综合楼临街商铺,36,1990
林江鲜米线店,4.3,新城区万寿路38号（313路公交车起点站）,15,1283
铭香楼蒲城水盆羊肉,4.2,雁塔区科技六路数字空间1楼10107间,29,982
彭府湾（劳动路店）,4.8,莲湖区西安市莲湖区劳动路76号一层,12,154
㝇香过桥米线,4.2,临潼区银桥大道东三岔广场西侧914915汽车站点福客隆附近,10,827
面道,4.5,长安区新华街与长兴北路交口西北角（蓉城印象对面）,13,1690
Paris Sweet网红生日蛋糕,4.5,长安区韦曲南街兰乔国际城东门童蒙星幼儿园隔壁,100,26
旗王蛋糕,4.7,莲湖区团结西路土门新华批发市场西北角,40,1665
老柳大块牛肉面,3.9,新城区十四街坊东段（十四街坊与万寿中路交叉口西100米）,15,1467
谷田缘八宝粥家常菜,4.9,碑林区东关南街256号,9,276
红红鱼庄,4.0,新城区韩森路延伸段139号新东尚S,42,880
分享时光（中贸广场店）,3.7,碑林区长安北路中贸广场4号楼三层,34,1826
滚雪球小奶糕,4.2,碑林区建东街与安西街交叉口向南50米路西,12,436
中田美食（师大路店）,4.5,雁塔区师大路26号（近中国工商银行师大分行）,29,1870
拴马桩擀面皮（凤城十路店）,4.7,未央区凤城十路金源御景华府西北门旁,20,36
屋头串串（长安店）,4.4,长安区文苑北路雅居乐西门向北100米路东（樱花二路和文苑北路交叉口路东）,50,2428
西安唐隆国际酒店百香西餐厅,3.8,雁塔区雁南四路98号唐隆国际酒店3层,183,1036
FUN COFFEE梵咖啡,4.0,莲湖区大学习巷58号,30,5
麦香村蛋糕,3.9,蓝田县近郊蓝新路中段41号,12,1098
辣动时代自助小火锅（东辛庄店）,3.8,雁塔区高新六路圆通快递东侧40米处,28,730
傻得冒冒菜馆（西荷店）,3.8,碑林区兴化巷西荷商业美食街（凯旋城东侧旁）,20,1489
澄城张记水盆羊肉,3.9,莲湖区丰登北路46号,22,1031
川王府,4.2,周至县农商东街27号（计生局对面）,35,467
同盛德泡馍,3.6,雁塔区大雁塔北广场东南角全季酒店一楼,32,1955
香香大盘鸡,4.9,雁塔区长安南路196号华东服饰广场3楼（陕师大正门对面）,35,2089
酒串·串串香火锅店（龙首店）,4.9,未央区龙首村十字区政府向西100米路北（龙首茶叶市场正对面）,41,1133
珍味林饺子馆（华旗国际广场店）,4.3,雁塔区长安中路97号（华旗国际广场B1层）,14,982
御品轩（交大一店）,4.2,碑林区咸宁西路28号交大一村5舍（翠庭大厦斜对面）,18,1426
新美心蛋糕,4.7,未央区三桥建章路中段49号花园市场北侧10米（车辆厂医院）,24,747
小山峡巫山烤全鱼纸包鱼,4.1,雁塔区育才路262号,25,6022
拓氏云南生态石锅鱼（建国路店）,4.9,碑林区建国路31号金顶人家1楼北3号（建国门进来路东50米，）,79,1030
咖啡陪你（逸翠园店）,4.2,高新区锦业二路北侧逸翠园三A期,39,561
尚品蛋糕,4.2,高陵区西营村西营十字西南角雅居宾馆楼下,15,1247
同州大老碗手擀面,4.4,长安区樱花一路樱园食府斜对面（樱花广场对面）,14,834
思味蛋糕屋（龙首路店）,3.8,莲湖区龙首村西北区荣民花园5幢2单元1层20102号,44,902
湖南土菜馆,3.8,雁塔区科技路西口十字向西200米富裕路8号（向西30米韩氏万家香粥饼取餐）,39,812
食色Shesoul 港式料理（立丰国际店）,4.9,碑林区立丰国际公寓512室（立丰国际公寓楼北门5楼）,55,1631
你懂的西饼屋,4.3,高陵区鹿祥路利民花园东3号铺,30,640
三鲜葫芦头泡馍,3.8,雁塔区高新区锦业一路19号锦樾旺街1-10102-2号,19,1028
尕娃椒麻鸡（龙首村店）,4.7,未央区龙首北路西段花园客栈隔壁,26,1483
重庆德庄火锅（周至店）,5.0,周至县环城东路与农商街交汇处（水岸东方小区商业楼）,51,1049
米乐西饼店,4.1,蓝田县蓝新路中段96号（蓝新路与向阳路十字北150米）,10,884
金乐爱特蛋糕（太白南路店）,4.2,雁塔区太白南路紫薇尚层（电子四路）,34,1452
启明腊汁肉揪面片,4.8,雁塔区翠华路大雁塔小学北侧（原乐乐腊汁肉揪面片）,19,923
阿霞螺蛳粉（高新店）,3.9,雁塔区科技二路甘家寨北门东二排三号楼二单元,16,1361
东北人自助小火锅（下北街店）,3.9,临潼区下北街中段（近北关小学）,18,681
四季香葫芦头,4.1,临潼区姜寨路天河酒店西门对面巷内20米（近天河酒店）,19,1217
四季尚品西饼屋,4.1,雁塔区甘家寨西区10排3单元1层商铺（丈八北路地铁C口出向南30米）,40,3032
三姐香辣涮冒菜世家,3.9,碑林区和平路108号,23,2089
云毅过桥米线,3.8,高新区高新区光华路191号糜家桥小区38号楼1-2号,20,538
虎子鱻石锅鱼,4.0,莲湖区土门坊开远半岛市民中心南行50米,57,755
油泼辣子biangbiang面,4.5,碑林区建东街与太乙路交口西南角,12,339
雷超正宗水盆羊肉,4.3,雁塔区曲江新区中海东郡小区西门向南100米（近中海东郡）,26,845
T·ONOR欧诺蛋糕,5.0,碑林区新安街丹尼尔东西窑坊小区20号楼一层20102,77,1442
沸腾鱼庄,4.4,雁塔区唐兴路与丈八北路交汇处唐兴路21号（陕西省卫生监督所西隔壁）,54,807
周公岐山面,4.0,碑林区咸宁西路兴庆宫公园南门西侧,11,1990
维斯特蛋糕,3.8,雁塔区民洁路西安际华三五一一家纺有限公司西大门南侧沿街门面房,72,7406
小天地川菜主题餐厅,4.9,长安区府东一路城南新天地南侧,39,945
福春缘葫芦头,4.9,未央区凤城六路与未央路十字向东20米路北（醉关中对面）,27,1621
曹记重庆老火锅,4.3,雁塔区咸宁东路356号科技学院西侧（田马路十字向西200米路南）,59,584
奶语茶香（长安广场店）,4.4,长安区韦曲街道西长安街长安广场华润万家入口东侧20米（池上寿司）,9,1357
香叶草创意蛋糕（西稍门店）,4.7,莲湖区铁塔寺路66号（西稍门大酒店北侧）,80,801
西府面馆（省体育场店）,4.2,碑林区体育北路108号商铺,12,798
思彤驴蹄子面（长安西路旗舰店）,4.8,雁塔区长安西路三兴园小区北门斜对面（朱雀大街与长安西路十字向西，真爱医院西侧50米）,15,593
思氏横山铁锅炖羊肉,4.2,未央区凤城三路与贞观路十字向西50米路南（六号大院六号楼三层）,62,1761
元木烘焙蛋糕坊（五路口万达店）,4.1,新城区东五路44号付1号,26,2005
老东关饺子店,4.3,碑林区火炬路北口3号,20,474
小竹签烤肉（自强西路旗舰店）,4.0,莲湖区自强西路38号西安铁路职业技术学院对面,47,1266
清真金龍大盘鸡,4.4,莲湖区大皮院34号（莲湖区政府向西200米）,42,439
老白家牛羊肉泡馍,4.3,新城区东六路群策巷小区西边20米,23,475
秦轩澄城水盆羊肉（北三环店）,4.5,未央区太华北路沿线北三环大明宫建材市场物流区北门东侧（尚客优骏怡快捷酒店西约50米）,26,1387
艾米客蛋糕,3.9,长安区皂河路与青年南街十字向南200米路东（金赛商务酒店正对面）,10,1075
乐享食光烘焙工坊（十里铺店）,3.7,灞桥区浐灞生态区李家堡商业街39号,14,1479
安旗（广安路店）,4.1,未央区广安路西岸国际花园一期北门东50米,29,454
汉釜宫韩式自助烧烤火锅,3.3,灞桥区白鹿原solo街与商业街十字路口处（北海道楼下）,36,2273
乐美客炸鸡汉堡（西翻店）,3.9,长安区太乙宫正街82号对面,22,900
月盛斋,4.6,鄠邑区人民路十字北段300米路东,25,821
张记饺子馆,4.4,临潼区诚信路19号，菜市场向东300米,10,1173
馋喵海鲜私房馆,4.8,临潼区行者路16号石油城西门向北100米路东,31,431
白菜心（高陵店）,4.3,高陵区鹿歌路6号,45,774
和憩园火锅坊,4.4,未央区北辰大道祥和居西门向北100米（宝宝乐隔壁）,55,159
洪家脊骨汤,3.9,雁塔区锦业路高新区绿地世纪城食饕街3栋1单元,57,225
同麦德老任家泡馍,3.4,雁塔区科技六路中断数字空间365西侧海升酒店一层,35,453
7273猫屁股猫咪西餐Coffee桌游（长安广场店）,4.9,长安区长兴南路延安大学创新学院前门西侧50米竹园小区门口门面房08号,37,967
RF正宗重庆鸡公煲（高陵店）,5.0,高陵区陕汽车城酒店对面巷子向南200米,22,1030
沃稞面包工厂店（赛高街区店）,4.1,未央区凤城五路地铁B出口旁,21,4043
和运生葫芦头,3.9,新城区咸宁东路508号（第四人民医院东侧）,29,425
大嘻咹biangbiang面（柏树林店）,4.8,碑林区柏树林65号（柏树林公交车站牌马路正对面）,17,2071
彤德莱（小寨师大店）,4.9,雁塔区长安南路196号华东服饰广场北楼1号,55,4732
恩希家农家乐（上王村店）,4.7,长安区上王村东四街139号,47,705
宝龙雪花·陕北传统杂粮小吃（朱宏路店）,4.6,未央区石化大道新北城蔬菜批发市场西门门口南排1号,5,159
袁记肉夹馍,4.1,临潼区东街眼睛烤肉隔壁,16,1109
思刻鲜作蛋糕工坊（龙首店）,4.3,未央区未央路盛龙广场A区4号楼2单元809室,80,640
碰碰凉,4.2,蓝田县蓝新路中段与文化路交叉口北80米路西,12,1992
麦香园蛋糕,4.7,雁塔区东仪路136号（近东仪福利区）,60,142
重庆鸡公煲（席王路店）,3.9,灞桥区席王街中段十字路口西南角（近三隆超市）,25,770
乐滋西点,3.7,阎良区文化东路与公园街交叉口西行20米路南）,18,241
第五咖啡（劳动路西缆店）,3.9,莲湖区劳动路212号西缆高层B座2楼（近中信银行）,40,461
紫来轩,4.8,雁塔区东仪路93号（东仪北路站牌，烈士陵园站牌对面）,24,755
古搜咖啡,4.5,雁塔区丈八一路汇鑫IBCB座,50,292
风启达蛋糕（未央店）,4.1,未央区广兴路西岸国际花园东苑东面商铺8号楼10107号（新疆大盘鸡向北五十米）,75,648
赛尚西饼,4.1,莲湖区丰登北路百花明珠20101号（近西电集团医院）,15,506
70年代土灶台一锅炖,4.7,长安区樊川路杨虎城烈士陵园斜对面,40,459
汉中黄辣丁私房菜馆,4.9,碑林区东关正街世贸大厦E座1007室,45,278
YJ重庆鸡公煲,3.7,阎良区大良路QM重庆鸡公煲旁边,28,299
8090私房火锅,4.6,未央区草滩一路长乐西苑7号楼302室（近长安大学）,46,425
唐顺肥牛（电子四路店）,3.7,雁塔区电子四路中段9号，宗江大酒店隔壁（近北山门）,60,1442
毛妈妈串串火锅（科技路西口店）,4.3,雁塔区科技路西口往北200米路西,46,468
味品轩蛋糕屋（西大街店）,3.9,莲湖区西门里西梆子市街3号大洋超市隔壁,50,878
味香特蛋糕,4.5,高陵区南新街149号（高陵四中向南100米路东）,15,308
左右奶茶,4.3,新城区新公园南路秦川小学正对面,10,65
巧夫人云南过桥米线,4.2,灞桥区浐灞生态区十里铺街道486号（东方大市场站牌西10米路南）,12,336
欧菲克生日蛋糕（民乐园店）,4.9,新城区东六路35号,89,4375
梅姐烧烤海鲜·手工水饺,4.0,莲湖区劳动路118号,43,140
老上海蛋糕,4.7,高陵区泾环南路杨官寨综合市场内北排,10,491
大家烤羊庄（大雁塔店）,4.5,雁塔区慈恩西路大雁塔北广场140号,118,407
老唐红鸭脖（朱雀门店）,4.8,碑林区朱雀大街北段7号2号楼一层1101号,10,320
蒙古王烤羊腿（北郊店）,3.9,莲湖区文景南路与农兴路交叉口东北角红东花园商铺,56,302
农耕年代,4.3,灞桥区汽车科技学院向北50米（水安路加油站北50米）,44,281
麦啦屋西饼房（麦芝香店）,4.1,碑林区东关南街古迹岭20号楼（东关南街室内综合市场东侧）,27,144
曲江国际饭店餐厅,4.0,雁塔区西影路46号曲江国际饭店内（与曲江路交汇处）,123,816
云端咖啡,4.6,高陵区南环东路维也纳森林4-114号（昭慧广场向东30米路南）,28,126
老味道蛋糕坊,4.6,未央区沣东新城双拥路时代华城底商（三桥地铁口南200米）,70,604
楚湘人家,3.7,碑林区永乐路66号（顺家快捷酒店里边。永乐大厦隔壁）,49,823
老刘家葫芦头泡馍,4.7,新城区自强东路向荣小区南门东50米路北,21,612
天佑国际酒店贵宾楼,4.9,莲湖区土门十字路口向南300米,51,320
汤峪温馨农家乐,5.0,蓝田县汤峪镇塘子村河道小区008号,33,138
蒂奥莎烘焙（凤城九路店）,4.1,未央区凤城九路文景小区西区南门向西80米,15,174
重庆火辣辣鱼庄,4.0,长安区滦镇沣峪口西沣路（体院沣峪口校区向南150米）,76,199
香川人家,4.2,长安区皂河路东新花园西排1号，壳牌加油站隔壁（青年南街十字西南角）,39,215
微甜生活,4.8,灞桥区半坡地铁站半坡国际艺术区中央通道内第二家（小天鹅艺术团隔壁）,55,1428
无水猪蹄,4.3,莲湖区西安市莲湖区大寨路1号,22,115
蜀椒鱼妹私房小馆,4.8,雁塔区明德路与明德东路十字往北十米路东二楼,59,670
重庆鸡公煲（三桥店）,3.9,未央区双拥路安置新村2-3-7号（凤凰城小区对面）,29,180
川福小厨,4.2,长安区郭杜街办郭杜东街86号,27,78
袁记肉夹馍（曲江店）,3.8,雁塔区曲江路169号中海关园b区（近曲江一中）,18,908
外婆家私房火锅,4.7,碑林区二环南路西段盛世太白4单元2404室（近红星美凯龙）,69,66
瑞云蛋糕房,4.2,周至县中心街与云塔街交叉口瑞云步行街南口,45,49
顺风肥牛（雁翔路店）,4.9,雁塔区雁翔路中段18号（近青龙路）,56,12734
炉诱·香辣烤鱼（建设西路金萨店）,4.4,碑林区建设西路三二三医院对面金萨餐饮世界1楼,50,10819
盛运涮烤自助餐厅（电子正街店）,4.3,雁塔区电子正街与丈八东路交叉口西北角（民生百货3楼）,50,35089
同盛祥（凤城五路店）,4.7,未央区凤城五路26号（西安中学南门对面）,33,7445
82°C魔力焖锅（赛格国际店）,4.2,雁塔区长安中路123号赛格国际购物中心7楼,79,20791
飞鹿火锅,4.9,莲湖区西北一路3号（玉祥门里100米十字向北50米）,64,3631
一尊皇牛（文艺路店）,4.2,碑林区友谊路393号家春秋5楼（近文艺路）,68,9138
李想大虾（会昌路店）,4.0,临潼区会昌路和秦陵北路交叉口南行50米,45,11232
京祥铜锅涮肉,4.2,莲湖区劳动南路72号,59,3427
黄记煌三汁焖锅（民乐园万达店）,3.6,新城区解放路111号五路口东南角万达广场北区3号门5层549、550号,83,9264
鼎尚鲜火锅传奇（南长安街店）,4.3,长安区长安路樊家什字军人综合服务楼,79,4340
麻辣空间（咖啡街区店）,4.1,雁塔区光华路咖啡街区水街5号,86,3782
洪氏嗨捞·新派猪肚鸡（赛格国际店）,4.9,雁塔区长安中路123号赛格国际购物中心7层（长安中路与小寨东路交叉口东北角）,73,8548
好利来（万科店）,4.5,长安区西长安街（韦郭路、陕师大长安校区对面）,38,2498
德发长饺子（钟楼店）,4.0,莲湖区西大街3号同盛祥隔壁,89,11386
渔歌·活鱼现烤（龙首盛龙店）,4.1,未央区未央路盛龙广场龙首购物中心步行街三楼东区,54,11354
国花君为善餐饮,4.1,新城区北大街85号中图国际大厦4层,49,7135
巷子火锅,4.1,雁塔区长安中路金莎国际广场4楼,88,12494
同鑫楼炝锅鱼（西寨店）,4.1,长安区南长安街鑫园小区门面房,40,5867
锦里火锅（红旗店）,4.4,未央区渭滨路62号乐派广场4楼,68,3130
大队长主题火锅（凤城八路店）,4.5,未央区凤城八路与文景路交叉口向西100米路北（市政府西200米）,81,12122
麻辣空间（绿地世纪城店）,4.0,高新区锦业路绿地世纪城仕嘉公寓A区绿地国际俱乐部5层,89,4718
红透天自助涮烤（韦曲店）,3.9,长安区韦曲北街28号,34,27958
清真叁少野涮锅烧烤（民乐园店）,4.5,新城区东新街与尚俭路十字向南40米路东（近万达国际影城）,76,826
竹园村（劳动南路店）,4.0,碑林区劳动南路19号,82,8302
新辣道鱼火锅（李家村店）,4.0,碑林区雁塔北路李家村万达广场3层3-17、3-18号,80,9177
CoCo都可（民乐园万达店）,4.4,新城区解放路111号民乐园万达广场5层,9,7854
玉海港2068香辣虾（鱼化分店）,3.1,雁塔区科技路西口华润万家东临二楼,62,21778
伯爵工房（大寨路店）,4.1,雁塔区昆明池路7号恒大城14号楼10108商铺,48,7148
李想大虾火锅花园（长百新市店）,3.8,长安区太阳新街长百新市生活广场3楼,50,16805
大红袍重庆老火锅（临潼店）,4.1,临潼区文化路中段84号（左邻右舍便利店隔壁）,57,2792
